,image_path,source,target,generated_linguistic_metaphor,entailing_literal,contradicting_metaphor,contradicting_literal,literal_description,objects,properties,relations,visual_elaboration
349,imgs/368_0.jpg,An Animal,Lustful Person,He's a lone wolf howling at every moon.,He constantly seeks romantic attention from anyone available.,"He's a hawk circling high, diving only for the choicest prey.",He is selective and particular about his romantic interests.,Someone who is solitary and independent but constantly seeking connection.,"Person, Wolf, Moon","Solitary, Lonely, Repetitive behavior",The wolf/person repeatedly howling upward at multiple moons,"A man with wolf features standing alone on a cliff, howling at multiple moons in the night sky."
350,imgs/1511_1.jpg,Locations,States,Each state is a room in America's house.,States are interconnected yet distinct units that together form the complete nation.,"Each state is an island adrift in its own ocean, untethered to any continent.",States are completely isolated entities with no relationship to the whole nation.,"Unity within diversity, where each state is a distinct part of a larger whole.","States, House, Rooms","Connected, Distinct, Part of whole",States are contained within America like rooms within a house,"A large house with 50 unique rooms, each with its state flag hanging in the window."
351,imgs/1693_0.jpg,Constructed Objects,Theories,"The researchers are architects, designing theoretical skyscrapers.","The researchers are creating complex, comprehensive theories that build upon each other.","The researchers are tossing out loose bricks, creating scattered piles of theoretical rubble.","The researchers are producing simple, disconnected ideas with no structural complexity.",Researchers build complex theories like architects design buildings.,"Researchers, architects, theoretical skyscrapers","Complex, structured, theoretical","Building/designing, constructing knowledge","Scientists in lab coats drawing blueprints of glowing, transparent skyscrapers made of floating equations."
352,imgs/62_2.jpg,Moving Object,Schedule,The project schedule is drifting aimlessly.,The project lacks clear direction and proper time management.,"The project schedule is locked on rails, speeding toward its destination with unwavering precision.",The project schedule is firmly anchored and maintains perfect focus.,The project lacks direction and control.,"Project schedule, Drifting object","Aimless, Uncontrolled, Directionless",Movement without purpose or destination,A calendar page floating on ocean waves without a rudder or anchor.
353,imgs/1390_3.jpg,Children wrt Development,Ideas,"Like children learning to walk, ideas take their first wobbly steps into existence.","New ideas initially emerge in an uncertain, unrefined form before becoming fully developed.","Like prodigious children born already walking with perfect balance, ideas spring into the world fully formed and flawless.",Ideas emerge fully formed and perfect from the moment of conception.,"New ideas are uncertain and fragile at first, just like a baby's first steps.","Children learning to walk, Ideas","Wobbly, uncertain, new, fragile",Ideas are compared to children taking first steps,A glowing lightbulb with tiny baby legs taking wobbly steps while holding onto floating question marks.
354,imgs/292_0.jpg,Shopping,Comparing And Seeking,Window shopping through life's opportunities reveals endless possibilities.,Exploring and considering various options helps discover potential choices without immediate commitment.,Life's opportunities are a flash sale at closing time—grab what's in reach before the doors lock.,Opportunities are limited and must be seized immediately without exploration.,"Life choices are like browsing through store windows, full of potential but requiring decisions.","Window displays, Life opportunities","Multiple, endless, visible but not yet attainable","Person observing through glass, browsing without commitment","A person gazing at infinite storefront windows stretching into horizon, each displaying different life paths."
355,imgs/106_2.jpg,Line,Light,Stars connect their light in celestial dotted lines.,Stars appear to form linear patterns in the night sky.,"Stars scatter their light in broken, unconnected strokes across the void, forming no discernible line.",Stars appear randomly scattered with no apparent patterns.,Stars create patterns and connections across the night sky.,"Stars, Light, Lines","Celestial, Dotted, Connected",Stars linking together through beams of light,Glowing stars connected by thin light beams forming constellation patterns against a dark sky.
356,imgs/214_1.jpg,Constructed Object,Problem,We're dismantling this problem brick by brick.,"We're solving this problem by breaking it down into smaller, manageable components.",We're attacking this problem as one impenetrable monolith.,"We're tackling this problem as one massive, inseparable unit.",Methodically solving a complex problem step by step.,Problem represented as a brick wall,"Solid, structured, breakable into parts",People actively taking apart the structure piece by piece,"Two people carefully removing bricks from a crumbling wall, with each brick labeled ""problem."""
357,imgs/128_3.jpg,Cultivation,Creation,Creative success blooms from the compost of failure.,Previous mistakes and failures contribute to eventual creative achievements.,"Creative masterpieces spring from pristine seeds in sterile soil, never touched by the rot of failed attempts.",Creative success only comes from perfect execution without any prior failures.,Growth and success emerge from past failures and mistakes.,"Flower, Compost pile","Blooming, Growing, Decomposing","Flower growing out of compost, representing transformation",A vibrant flower emerging from a dark compost heap made of crumpled papers and failed projects.
358,imgs/1331_0.jpg,Solving A Puzzle,Conducting Research,"Like sorting puzzle pieces, researchers must organize their data methodically.",Researchers need to systematically categorize and arrange their collected information.,"Like dumping puzzle pieces from multiple boxes into one chaotic pile, researchers can toss their data together haphazardly without bothering to sort or examine what connects.","Researchers can work with their data in a random, disorganized manner without any system.",Research requires careful organization and systematic arrangement.,"Researchers, puzzle pieces, data","Methodical, organized, systematic","Sorting, arranging, matching",A researcher in a lab coat arranging glowing data points like floating puzzle pieces on a transparent board.
359,imgs/427_3.jpg,Shapes,States,Their democracy is an octagon with missing sides.,The state's democratic system is flawed and incomplete in several aspects.,"Their democracy is a perfect circle, seamless and whole in every dimension.",Their democracy is complete and functions perfectly in all aspects.,The democracy is incomplete and flawed.,"Democracy, Octagon","Incomplete, broken, missing pieces",Democracy is represented as a geometric shape that's imperfect,"A broken octagon with three sides missing, crumbling edges, and democracy written in fading letters inside."
360,imgs/155_0.jpg,Magic,Love,Love is an enchanted garden that grows with care.,Love flourishes when nurtured and tended to with attention and effort.,Love is a cursed garden that withers under every tender touch.,Love withers despite care and attention.,Love requires nurturing and attention to flourish.,"Garden, Love","Enchanted, Growing, Magical",Requires care and nurturing to grow and bloom,A glowing heart-shaped garden with blooming flowers and a person tenderly watering magical plants.
361,imgs/1011_1.jpg,Holding,Possessing,She cradles her memories like precious jewels.,She cherishes and protects her memories as valuable possessions.,"She tosses her memories aside like trash into a bin, forgotten scraps not worth keeping.",She carelessly discards her memories as worthless things.,Memories are valuable and delicate treasures to be protected.,"Memories, Jewels, Person","Precious, Delicate, Valuable","Cradling, Protecting, Holding","A woman gently holding glowing crystals in cupped hands, each crystal containing a floating memory snapshot."
362,imgs/369_0.jpg,An Animal,Lustful Person,She's a magpie chasing after every shiny thing.,She pursues every attractive person she encounters without discrimination.,"She's a discerning cat, weighing each suitor's character rather than pouncing at every flashy coat.",She carefully evaluates potential partners based on compatibility rather than appearance.,Easily distracted by attractive or trendy things.,"Woman, Magpie, Shiny objects","Impulsive, attracted to glitter, constantly moving","Person compared to bird, pursuing multiple objects",A woman with magpie wings and feathers darting between floating sparkly objects and jewelry.
363,imgs/1128_2.jpg,Containers,Difficulties,Life's struggles are like overpacked suitcases that need careful unpacking.,"Complex problems require patient, methodical handling to resolve.",Life's difficulties are just containers to be upended and dumped out in one careless motion.,Difficulties can be solved by rushing through them haphazardly.,Life's problems require patience and methodical handling to resolve.,"Suitcases, Life struggles","Overpacked, messy, requiring organization",The act of careful unpacking represents dealing with problems,A person carefully unpacking a bursting suitcase with labeled problems floating out like clothes.
364,imgs/412_2.jpg,Fashions,Ideas,Her ideas are always perfectly tailored to the occasion.,Her thoughts and suggestions are consistently appropriate and well-suited to the situation.,Her ideas are off-the-rack misfits that clash with every occasion.,Her ideas are typically inappropriate and mismatched to the circumstances.,Ideas are customized and precise like fitted clothing.,"Ideas, Clothing/Tailoring","Perfect fit, Custom-made, Precise",Ideas being shaped and fitted like garments,A floating lightbulb wearing a perfectly fitted suit with measuring tape and scissors around it.
365,imgs/1000_1.jpg,Substance,Laughter,Laughter is an intoxicating elixir that flows through the room.,"Laughter creates a contagious, uplifting atmosphere that affects everyone present.","Laughter is a heavy sediment that settles over the room, weighing down the spirits of everyone present.",Laughter is a dampening force that brings down the mood of everyone around.,Joy spreads and affects everyone like a contagious substance.,"Laughter, Elixir","Intoxicating, Flowing, Spreading","Movement through space, affecting surroundings","Golden liquid streams flowing through a room, transforming frowning faces into smiling ones as it passes by."
366,imgs/192_2.jpg,Control Over Possessions,Action,Her movements were carefully inventoried treasures.,She monitored and regulated each of her actions with precision.,Her movements were loose change spilling carelessly from an open pocket.,Her movements were random and unaccounted for.,Precise and precious movements performed with great care and value.,"Movements, Treasures","Careful, Precious, Catalogued",Movements being treated as valuable items in an inventory,A dancer's silhouette moving through golden display cases with each pose captured like precious jewels.
367,imgs/1399_2.jpg,Children wrt Development,Ideas,"Ideas need healthy environments to grow, just as children need nurturing homes.",Ideas require supportive conditions and environments to develop successfully.,"Ideas are feral children who thrive equally in palaces or gutters, needing no parent's hand to flourish.","Ideas thrive equally well in any environment, regardless of conditions.",Growth requires proper care and support.,"Ideas, Children, Environment, Home","Growing, Nurturing, Healthy",Ideas and children both require supportive environments to develop,"A split image: one side shows a sprouting plant-bulb labeled ""IDEA,"" the other shows a child, both growing in a warm, glowing house."
368,imgs/195_3.jpg,Control Over Possessions,Action,His gestures were stored in a locked cabinet.,He kept strict control over his physical expressions and movements.,"His gestures spilled freely from an unlocked chest, displayed without reservation.",His gestures were unrestricted and freely displayed without thought.,Hidden or suppressed emotions and actions.,"Gestures, Cabinet","Locked, Stored, Hidden",Gestures being contained and secured within a cabinet,A wooden cabinet with transparent doors showing floating hand gestures trapped behind a large padlock.
369,imgs/170_1.jpg,Being In A Harmful Location,Harm,She's standing in the line of fire.,She's in a situation where she's likely to be hurt or damaged.,She's tucked safely behind the bunker walls.,She's in a completely safe and protected position.,Being in a dangerous or vulnerable position.,"Person, Fire/Bullets","Dangerous, Direct path, Vulnerability",Person positioned in dangerous trajectory,A woman standing still while glowing red bullets freeze in mid-air around her.
370,imgs/1793_2.jpg,Target,Problem,Multiple targets overlap in this problem's shooting gallery.,The problem contains several interconnected issues that must be addressed simultaneously.,A single bullseye hangs alone in this problem's empty range.,"The problem is singular and isolated, with no connection to other issues.",Complex problem with interconnected issues that need to be addressed simultaneously.,"Shooting gallery, targets","Multiple, overlapping, complex",Targets stacked and intersecting with each other in a gallery setting,"Several bullseye targets overlapping each other in a carnival shooting gallery, creating a maze-like pattern."
371,imgs/841_1.jpg,Batteries,People,"His energy levels are running low, time to recharge.",He is feeling exhausted and needs rest to regain his strength.,"He runs on a perpetual charge, a self-sustaining battery that never drains or needs plugging in.",He never needs rest and can maintain peak energy indefinitely.,Person is tired and needs rest.,"Human energy level, Battery","Depleting, Low power, Needs charging",Human energy compared to electronic device battery,A person with a battery icon over their head showing red 10% power and plugged into a wall charger.
372,imgs/118_0.jpg,Solid,Darkness,The darkness crystallized into an obsidian dome.,"The darkness formed a complete, solid covering that enclosed everything beneath it.","The darkness crumbled into scattered fragments, leaving gaps that exposed everything beneath.","The darkness remained open and scattered, never forming a coherent covering.",Overwhelming and complete darkness that feels solid and impenetrable.,"Darkness, Obsidian, Dome","Black, crystalline, solid, enclosing",Transformation from abstract darkness to solid form,"A black crystal dome forming from swirling darkness, trapping light beneath its surface."
373,imgs/1587_2.jpg,Container,Visual Field,Our sight is a jar storing visual memories.,Our visual field temporarily holds images before they become stored memories.,"Our sight is a sieve through which visual impressions drain instantly, leaving nothing behind.",Visual information disappears instantly without any temporary retention.,Vision collects and preserves memories like a container.,"Sight, Jar, Memories","Transparent, Containing, Preserving",Sight acts as a container that stores visual memories,"A glass jar filled with floating photographs and colorful memory fragments, with an eye reflected on its surface."
374,imgs/702_1.jpg,Possessions,Beliefs,She inventoried her beliefs like items in a storage room.,She carefully examined and evaluated each of her beliefs systematically.,"She hoarded her beliefs like junk piled randomly in an overstuffed attic, never sorting through what she'd accumulated.","She never questioned or examined her beliefs, letting them accumulate randomly.",Methodically examining and organizing thoughts.,"Beliefs, Storage room","Organized, Catalogued, Stored",Person examining and organizing beliefs as physical items,A woman checking labeled boxes containing glowing thoughts in a dimly lit storage room.
375,imgs/1644_2.jpg,Musical Harmony,Interpersonal Harmony,Their partnership orchestrates perfect harmony.,Their partnership demonstrates excellent coordination and mutual support.,"Their partnership plays in clashing keys, each measure sabotaging the other's melody.",Their partnership lacks coordination and undermines each other's efforts.,Smooth collaboration and synchronization between partners.,"Partnership, Orchestra/Music","Harmonious, Synchronized, Balanced",Two entities working together like musical instruments in an orchestra,"Two people conducting an orchestra together, their batons creating intertwining musical notes."
376,imgs/1705_1.jpg,Body,Society,Social media is society's nervous system.,Social media networks transmit information and connect different parts of society.,"Social media is society's scar tissue, walling off communities from one another.",Social media isolates and disconnects different parts of society.,Information flows rapidly and connects all parts of society like neural pathways.,Social media platforms and society,"Connected, networked, transmitting information",Information flowing through interconnected pathways like neural networks,A glowing network of neural pathways shaped like social media icons connecting human silhouettes.
377,imgs/1242_1.jpg,Fluid,Light,The sunset melted into the horizon.,The sunlight gradually faded as the sun descended below the horizon.,"The sunset sheared off at the horizon line, severed like a stream cut by a blade.",The sunset abruptly vanished at the horizon line.,Gradual disappearance and transformation of light into darkness.,"Sunset, Horizon","Liquid-like, dissolving, changing state","Merging, descending, transforming",An orange sun dripping like melting ice cream down the edge of the horizon line.
378,imgs/436_2.jpg,Having A Harmful Possession,Harm,Her self-doubt was a poisoned dagger she carried everywhere.,Her self-doubt was a constant presence in her life that continuously caused her psychological harm.,"Her self-confidence was a blessed armor she wore everywhere, fortifying her against every challenge.",Her self-confidence was a protective shield that strengthened her wherever she went.,Self-doubt is harmful and constantly present.,"Self-doubt, Dagger","Poisoned, Carried, Harmful",Person carrying a weapon that hurts themselves,A woman carrying a glowing green dagger that drips poison onto her own shadow.
379,imgs/1103_0.jpg,Making Visible,Creating,The curtain rises on each new creation.,New creations are revealed to the world when completed.,"Each creation remains shrouded behind a curtain that never rises, hidden in perpetual darkness.","Creations remain hidden behind closed curtains, never shown.",Beginning or revealing something new.,"Theater curtain, Creation/artwork","Rising, revealing, dramatic",The curtain's movement reveals something new beneath it,A red theater curtain lifting to reveal a glowing paintbrush creating art on a blank canvas.
380,imgs/1227_0.jpg,Possessions,Responsibilities,My collection of belongings requires constant inventory checks.,Responsibilities need regular monitoring and assessment to ensure nothing is neglected.,"My possessions sit forgotten in an unopened storage unit, gathering dust without a single inventory check.",Responsibilities never need to be monitored or checked on.,Obsessive-compulsive behavior towards possessions.,"Collection of belongings, inventory checklist","Constant, repetitive, meticulous",Person obsessively checking and rechecking items,A person frantically counting items while surrounded by floating checklists with endless checkboxes.
381,imgs/689_0.jpg,Injuries,Effects Of Humor,Comedy was the rehabilitation therapy for their troubled minds.,Humor helped people recover and maintain mental well-being over time.,Comedy was the repeated trauma that reopened psychological wounds and left their minds more damaged than before.,Comedy only hindered mental recovery and created more psychological problems.,Comedy helps heal mental distress.,"Comedy, Therapy, Minds","Healing, Therapeutic, Troubled",Comedy acts as medicine/therapy for mental healing,A brain in a therapy chair laughing while comedy masks apply bandages to its cracks.
382,imgs/124_0.jpg,Cultivation,Creation,Innovation is harvested from well-nurtured experience.,New ideas come from carefully developed knowledge and accumulated experience.,"Innovation sprouts wild in untilled soil, untouched by the hands of experience.",Innovation appears randomly without any connection to experience or knowledge.,Growth and development of ideas through time and care.,"Innovation as crops, Experience as soil/field","Growth, nurturing, harvesting, cultivation",Experience nurtures and produces innovation like soil produces crops,"A farmer harvesting glowing lightbulbs growing from rich soil labeled ""Experience."""
383,imgs/677_3.jpg,Temporal Precedence,Causal Precedence,Time's train carries passengers from cause to effect.,Events move forward in time from causes to their subsequent effects.,"Time tosses causes and effects like dice across a table, landing in random sequence without order.","Causes and effects travel randomly, regardless of temporal direction or sequence.","Time moves forward in a linear progression, connecting actions to their consequences.","Train, Time, Passengers","Moving, Linear, Sequential",Transportation from one point (cause) to another (effect),"A train with clock faces as wheels, carrying people from a station labeled ""Cause"" to one labeled ""Effect""."
384,imgs/1596_3.jpg,Objects,Opportunities,Opportunities are lightbulbs that need the right current to shine.,Opportunities require proper resources and conditions to be successful.,Opportunities are glow-in-the-dark objects that shine brightly whether the power is on or not.,Opportunities succeed regardless of available resources or conditions.,Opportunities require proper resources or support to be successful.,"Lightbulbs, Electrical current","Illumination, Power, Potential",Dependency between power source and light output,A row of dim lightbulbs with one brightly glowing bulb connected to a flowing power source.
385,imgs/1228_2.jpg,Possessions,Responsibilities,Each possession in my vault demands its share of attention.,Every responsibility requires its own time and attention to be properly managed.,"All my possessions pile together in one basket, scooped up and carried in a single effortless motion.",Responsibilities can all be handled simultaneously without individual attention.,Material possessions are needy and demanding of one's time and energy.,"Vault, possessions","Demanding, attention-seeking",Possessions actively demanding attention from their owner,Objects in a vault with arms reaching out and tugging at a stressed person's clothes.
386,imgs/463_3.jpg,Straightness,Morality,They drew a straight line between right and wrong.,They maintained clear and distinct boundaries between ethical and unethical behavior.,They tangled right and wrong into a knotted mess where neither could be traced apart.,"They blurred the boundaries between right and wrong, making them indistinguishable.",Clear moral boundaries with no room for ambiguity.,"Line, Right and Wrong concepts","Straight, Clear, Dividing",Separation between two moral opposites,"A bold black line dividing two spaces: white side labeled ""Right"" and dark side labeled ""Wrong""."
387,imgs/1790_1.jpg,Target,Problem,The problem is a bullseye waiting to be hit.,The problem has a clear solution that needs to be identified and addressed precisely.,"The problem is a target painted on churning smoke, dissolving and reforming with every attempt to aim.",The problem is chaotic and has no definable solution or approach.,A clear target or solution that needs to be achieved.,"Problem, Bullseye","Visible, Targetable, Waiting",Problem is presented as a target that needs to be hit/solved,"A glowing red bullseye target with the word ""PROBLEM"" floating in its center."
388,imgs/1785_2.jpg,Alive,Active,His career flourishes like a well-nourished plant.,His career progresses steadily with constant activity and growth.,"His career withers like a plant starved of water and light, slowly dying from neglect.",His career withers from lack of engagement and development.,Growth and success through proper care and attention.,"Career, Plant","Growing, Flourishing, Well-nourished",Career is compared to a thriving plant that grows with proper care,A business suit morphing into a vibrant green plant with blooming flowers and dollar signs as leaves.
389,imgs/1257_3.jpg,Blinding,Strong Emotion,Their hatred was a blinding sandstorm of bitter words.,Their intense mutual dislike prevented them from communicating rationally or seeing each other's perspective.,Their hatred was a blinding spotlight that illuminated every truth and brought them into crystal-clear focus.,Their hatred led to clear communication and mutual understanding.,Intense conflict expressed through harmful communication.,"Hatred, Sandstorm, Words","Blinding, bitter, destructive",Words acting as sand particles in a violent storm,Two angry faces in profile with a swirling sandstorm between them made of glowing sharp letters.
390,imgs/1170_2.jpg,Light Source,Intelligence,Her mind is a brilliant beacon in the darkness.,Her intelligence helps solve complex problems and guides others to understanding.,"Her mind is a burnt-out bulb, casting no light to guide others through confusion.",Her mind is dim and provides no guidance or insight to others.,Intelligence that guides and illuminates others.,"Mind, Beacon/Lighthouse","Brilliant, illuminating, guiding",Mind is compared to a beacon that cuts through darkness,A glowing lighthouse with brain-shaped light beams cutting through dark storm clouds.
391,imgs/141_3.jpg,Body,Mind,His mind was suffering from emotional bruises.,He was experiencing psychological pain from emotional trauma.,"His mind's surface remained unblemished and pristine, with emotions sliding off like water on impermeable skin.",His emotional experiences left no lasting impact on his mental state.,Psychological pain and trauma.,"Mind, Bruises","Hurt, Damaged, Painful",Mind experiencing emotional damage like physical bruising,"A brain with dark purple bruise marks scattered across its surface, some areas swollen and tender."
392,imgs/127_3.jpg,Cultivation,Creation,Inspiration requires a well-tended greenhouse of focus.,Creative inspiration needs a protected and maintained environment of concentration.,"Inspiration thrives in a wild, storm-scattered field where seeds of thought are blown about by every passing distraction.",Inspiration flourishes in chaos and constant distraction.,Creativity needs nurturing and protected environment to flourish.,"Greenhouse, Ideas/Inspiration","Well-maintained, Protected, Nurturing environment",Ideas growing like plants in a controlled environment,A glowing greenhouse with lightbulb flowers blooming under careful watering from a focused gardener.
393,imgs/151_2.jpg,Magic,Love,Love is a magical potion brewing in life's cauldron.,Love develops gradually through a complex mixture of experiences and emotions.,"Love is conjured instantly with a snap of the fingers, appearing fully formed from thin air.",Love appears instantly without any development or complexity.,Love is a mysterious and transformative force.,"Love, Potion, Cauldron","Magical, Brewing, Transformative",The potion (love) is actively brewing inside the cauldron (life),A glowing heart-shaped bubble rises from a bubbling cauldron filled with sparkly pink liquid.
394,imgs/627_1.jpg,Aligned,Coherent,Their team worked like synchronized swimmers in perfect formation.,"Their team worked together with excellent coordination and unified purpose, executing their tasks in harmony.","Their team worked like misaligned gears, each spinning independently and grinding against the others.","Their team worked in a disorganized and uncoordinated manner, with members acting independently and out of sync.",Seamless coordination and harmony in teamwork.,"Team members, Synchronized swimmers","Coordinated, Precise, Harmonious","Moving together in unison, Following a pattern",Office workers in business attire performing a synchronized swimming routine in perfect geometric formation.
395,imgs/1193_3.jpg,Distinct Individuals,Aspects Of The Self,My internal jury weighs the evidence of each emotion.,Different parts of myself evaluate and judge my emotional responses.,"My internal family embraces each emotion as it arrives, without question or deliberation.",My emotions are accepted without any internal assessment.,Internal decision-making process about feelings.,"Jury, emotions, evidence, scales","Internal, weighing, deliberating",Jury evaluating emotional evidence through weighing,"A group of tiny jurors inside a brain, using balance scales to weigh colorful emotion orbs."
396,imgs/1241_2.jpg,Fluid,Light,Moonbeams rippled across the lake's surface.,The moonlight created moving patterns of illumination on the water.,Moonbeams congealed into motionless pools across the lake's surface.,The moonlight remained static and unchanging on the lake's surface.,Light moves like water waves.,"Moonbeams, lake surface","Rippling, flowing, shimmering",Light dancing on water in wave-like patterns,"Silver moonlight waves dance across dark water, creating concentric circles of light."
397,imgs/131_3.jpg,Commercial Transaction,Causation,The investment in better education purchased a brighter future for the community.,Improving education led to better outcomes for the community's future.,The investment in better education was a bounced check that left the community's future unpurchased and unchanged.,Educational improvements had no effect on the community's future conditions.,Education leads to positive community outcomes.,"Education, Future, Community","Bright, Purchasable, Valuable",Investment leads to improvement,A glowing coin transforming into a graduation cap that radiates light onto a group of people.
398,imgs/1009_0.jpg,Substance,Laughter,Laughter distilled the essence of their friendship.,Shared laughter revealed the pure nature of their relationship.,Laughter watered down the foundation of their friendship.,Laughter diluted and weakened their friendship's foundation.,Friendship is purified and strengthened through shared joy.,"Laughter, friendship, distillation process","Pure, concentrated, refined",Laughter acts as a purifying agent for friendship,Two friends laughing while their joy drips like golden liquid through a glass distillation flask.
399,imgs/81_1.jpg,Possessions,Properties,Our possessions are the footprints of our property journey.,The items we own mark our progress and history in acquiring and managing properties.,"Our possessions are windblown debris scattered across our property landscape, bearing no trace of the journey that brought us here.",Our possessions have no relation to our property acquisition history or development.,Material items mark our path through life like tracks in sand.,"Footprints, Possessions","Sequential, marking a path, leaving traces",Possessions represent milestones in life's journey,"A trail of footprints in sand, each filled with different personal items like keys, books, and photos."
400,imgs/912_2.jpg,Moving To A Location (here),Creating,His masterpiece has landed.,He has completed creating his masterpiece.,"His masterpiece remains in perpetual flight, never touching down.",His masterpiece remains incomplete and unrealized.,Achievement has been completed or arrived successfully.,Masterpiece (artwork or creation),"Flying, Landing, Arriving","Movement from above to ground, like an aircraft landing",A glowing painting with small wings gracefully descending onto a spotlit pedestal.
401,imgs/486_1.jpg,Changer,Time,Time is the great metamorphosis master.,Time causes profound transformations in all things.,"Time is the great preservationist, holding all things in perfect amber stasis.",Time never causes any changes or transformations.,Time transforms everything gradually and inevitably.,"Time, Metamorphosis","Transformative, Powerful, Continuous",Time acts as a force that changes everything,A wizard-like figure with a clock face transforming butterflies from caterpillars with a wave of time-worn hands.
402,imgs/586_0.jpg,Eating,Getting,She had an insatiable appetite for knowledge.,She constantly sought to acquire new information and learning.,"She had no taste for knowledge, leaving every intellectual meal untouched on her plate.",She showed no interest in learning or gaining new knowledge.,Eager and passionate desire to learn continuously.,"Person, Books, Food","Hunger, Consumption, Learning",Person consuming knowledge as if it were food,A woman devouring books like sandwiches at a table filled with stacks of open books.
403,imgs/1150_0.jpg,Journey,Longterm Purposeful Change,Every step on this journey of change leaves footprints in the sands of progress.,Each action taken during long-term change creates lasting evidence of advancement and development.,"Every step on this journey of change vanishes like footprints in water, leaving the landscape unmarked and the path erased.",Actions taken during change leave no trace and have no lasting impact on progress.,Personal growth and development leave lasting marks on one's life journey.,"Footprints, Sand, Journey","Progressive, Sequential, Lasting","Steps creating imprints in sand, moving forward","A winding path of glowing footprints in sand, each print transforming from regular shoes to success symbols."
404,imgs/1300_2.jpg,Giving An Object,Creating,She handed life to her characters on blank pages.,She created compelling fictional characters through her writing.,"She offered only hollow shells to her characters on blank pages, withholding any spark of life.",Her characters remained lifeless and undeveloped in her writing.,Creating and bringing fictional characters to life through writing.,"Writer, characters, blank pages","Lifeless to living, blank to filled",Writer giving life through writing,"A hand holding a glowing pen that transforms paper sketches into colorful, animated characters."
405,imgs/516_1.jpg,Motion (location),Change,Their ideas have reached a dead end.,Their ideas can no longer progress or develop further.,Their ideas stretch out on an endless highway with infinite exits and destinations.,Their ideas have unlimited potential for development.,Ideas or thoughts that can no longer progress or develop further.,"Ideas, Dead end street","Blocked, Unable to move forward, Stopped",Ideas moving toward a physical barrier,Lightbulbs floating towards a brick wall in a dark alley with no way out.
406,imgs/1757_2.jpg,Hunger,Desire,Success fed his appetite for more challenges.,Achievement increased his desire to tackle more difficult tasks.,"Success overfed him, spoiling his appetite for new challenges.",Success made him complacent and unwilling to face new challenges.,Achievement creates desire for greater accomplishments.,"Success, Appetite, Challenges","Hunger, Growing, Consuming",Success acts as food that increases hunger for challenges,A hungry person devouring a plate of trophies while reaching for more plates stacked higher.
407,imgs/836_2.jpg,Possessions,Obligations,Each possession is an anchor dragging me down.,Every obligation prevents me from moving forward freely.,"Each possession is a stepping stone, elevating my path forward.",Each obligation lifts me up and helps me advance more quickly.,Material possessions are burdensome and restrictive.,"Person, possessions, anchor","Heavy, dragging, downward motion",Possessions acting like anchors weighing down the person,"A person sinking underwater, tied to multiple anchors labeled with different possessions."
408,imgs/538_1.jpg,People,Machines,"Like humans, machines need a balanced diet of energy.",Machines require a consistent and appropriate supply of energy to function properly.,"Like impulsive snackers grabbing whatever's available, machines thrive on erratic power surges and random energy droughts.",Machines can operate effectively with any irregular or inconsistent energy supply.,Machines require diverse and appropriate power sources to function optimally.,"Machines, Humans, Energy/Food","Balanced, Necessary, Sustaining","Consumption, Dependency, Nourishment",A robot sitting at a dinner table eating various power cables and batteries arranged like a balanced meal.
409,imgs/907_3.jpg,Heat,Anger,His anger was a pressure cooker building steam.,His rage was gradually increasing and likely to burst forth suddenly.,"His anger was a thermostat-controlled room, maintaining constant temperature without any rising heat.",His emotions were stable and showed no signs of building pressure.,Increasing anger about to explode.,"Person's anger, Pressure cooker","Building pressure, Hot, Contained, Ready to burst",Anger is compared to steam pressure building up in a sealed container,A man's red face inside a pressure cooker with steam whistling from his ears.
410,imgs/1727_0.jpg,An Activated Machine,Lustful Person,The machine's pressure gauge was in the red zone.,His sexual tension had reached dangerous levels.,"The machine's pressure gauge barely flickered above idle, resting comfortably in the green zone.",His sexual tension was minimal and manageable.,Dangerous level of pressure or stress reaching critical limits.,"Pressure gauge, Machine","Red zone indication, High pressure level",Gauge needle pointing to dangerous red area,"A glowing red pressure gauge with its needle bent and bulging outward, ready to burst."
411,imgs/1904_0.jpg,Self-propelled Motion,Action,Achievement climbs its own mountain.,Success comes from self-initiated action and personal effort.,"Achievement is a stalled vehicle, pushed uphill by the hands of others.",Achievement requires constant external assistance and support.,Success requires personal struggle and determination.,"Achievement, Mountain","Steep, Challenging, Personal journey","Climbing action, Upward movement",A figure climbing a mountain made of trophy-shaped rocks with a summit glowing in gold.
412,imgs/1889_1.jpg,Ingesting A Substance Compulsively,Acting Compulsively,His anger is a bitter pill he keeps swallowing.,He repeatedly gives in to destructive angry outbursts despite knowing better.,"His anger is a tonic he tastes but never swallows, setting each dose aside with measured calm.",He manages his emotions well and responds to frustration calmly.,Suppressing negative emotions repeatedly despite their unpleasantness.,"Anger, Pills, Person","Bitter, Recurring, Unpleasant",Person repeatedly swallowing something unpleasant,"A person reluctantly swallowing a large pill labeled ""ANGER"" with a grimacing face and bitter tears."
413,imgs/467_1.jpg,Straightness,Morality,Their values stood as straight as a pillar.,Their moral values were strong and unwavering.,"Their values bent and buckled like a warped plank, unable to stand upright.",Their values were weak and easily toppled.,Unwavering moral principles and strong integrity.,"Values, Pillar","Straight, Strong, Upright, Unmoving",Values are compared to a solid architectural structure,"A marble pillar with the word ""VALUES"" etched vertically, standing tall against stormy winds."
