,Unnamed: 0,image,claim,label,image_hash
583,583,39-1.png,The boss became outrageous when he heard of the resignation of the secretary.,entailment,56869b4c2bf22c59ae816d0c14c229be
584,584,747-3.png,The atmosphere was light and cheerful.,contradiction,a710357e7514016d8c2be1cf886b2699
585,585,192-1.png,For summer and his pleasures begin on thee.,entailment,2c62f29ef8c8a83a7466913eece89d3c
586,586,363.png,homework is a breeze,entailment,e0e839703ff39d17a3da0b2787243256
587,587,501-2.png,Then he collided into something soft and fluffy,entailment,f9a3d1bd19f4218204279095d9760b51
588,588,344.png,home was prison,contradiction,b8c897f725ef90c65d343e5cfe1fe2cb
589,589,739-1.png,The critics rebuked this broadway production.,contradiction,d5c7971bd3ac558c9f8f9861fca5c14c
590,590,581-1.png,Maybe my heart will be pounding strongly.,contradiction,756fd40bac02189dc23c2f644b99c494
591,591,298.png,heart of gold,contradiction,17758e1c690bf0888bd80b7208e99569
592,592,528-3.png,The old van in the field is uncomfortable,contradiction,65c19debf95a8d9a9b0e0fa75bc3ccb0
593,593,418.png,jungle city,contradiction,c7895b54180ec5360c004f6a3c21c10e
594,594,49.png,a night owl,entailment,55a33ad1f9dcd1be478674fab0fb0444
595,595,601-3.png,"Reincarnation has been proven, memories are now retrievable",entailment,c3861f88814580b0e08669ad284227e7
596,596,511.png,she is a ray of sunshine,entailment,8540fbe1d011711e003dbeab619a454d
597,597,89.png,an angel,entailment,6907ef4ef36d5e14954ae520f99f560c
598,598,209.png,he is a fox,entailment,962e65d1814e042ef9cbe7738358cd9d
599,599,478.png,sea of umbrellas,contradiction,cc536344e5ea1202193bc9eca1c5561d
600,600,766-2.png,It was really crazy when people started running out of the theater.,entailment,8944bb636943fead9833fa031d733dc9
601,601,289.png,heart of gold,contradiction,9f982e2b544a720f59e1df11dbae2a10
602,602,256.png,heart of a lion,contradiction,26632feaca2690e09b90e72507aa02f2
603,603,remaining-1040.png,The company is making losses,contradiction,0e2f094bad3be20cb93841e433617842
604,604,634-2.png,He was looking gentle.,contradiction,ebe9fae929efa2d4b9f3d6ec3d8ffcc8
605,605,460.png,sea of knowledge,contradiction,02c20edc9db06858604a70119a750a73
606,606,855-3.png,my feeling of love is cold and dark  like a summer day,contradiction,50ed7fe6ac12dd6576c6077bf3035d8c
607,607,420.png,jungle city,contradiction,80d12d06588a9ecc2c4681394fc7fa8e
608,608,374.png,homework is a breeze,contradiction,966ad8d5117d05db7c8671339bd73210
609,609,903-4.png,She was ready to fear anything that promised to yield safety.,contradiction,8d3b23f22e6d816c7de87d026aba2da1
610,610,654-2.png,But that didn't matter because what they had between them was still fragile,entailment,f84935e9634e3039d153677ab5a1542d
611,611,676-2.png,"They colored her white skin in a pattern of light pink, yellow, and green.",contradiction,d450c98b83fc5dbb453737fc15a79597
612,612,358-2.png,The images flashed in the brilliance that covered him cold.,contradiction,923430e15997393d40fd498af153e7cf
613,613,502.png,she is a ray of sunshine,contradiction,ce1f8f3b77204d9023aa496fd38105a7
614,614,781-2.png,The force helped the civilians to re-establish in 1915.,contradiction,fb89dc395f0aa20b3d03c84156414be1
615,615,635-2.png,His eyes were gray,entailment,df66e66093ebe0fb3f59e5e34d7e83f3
616,616,113.png,blanket of flowers,entailment,9f54c06e3cdea9c5e9d9141e5b709bb7
617,617,343.png,home was prison,entailment,9aaf9807065c94ad9f34d002a73830d9
618,618,289-1.png,The cancer made her strong.,contradiction,0c72ce2e6b830a133e9b3d7cd1188e6a
619,619,693-2.png,He looks spiky,entailment,a4119a6c6d20430e9a6107dd329748a7
620,620,526-2.png,The smoke rising from the pyrotechnics was so thin it was easy to see.,contradiction,e08e39b2074aab1847443e63bd6e4dfa
621,621,324.png,heart sank,contradiction,af01b5654ac3e367e6c3c83a85552caa
622,622,611.png,walking encyclopedia,entailment,71ed4102b03dde75743fd878c364f8da
623,623,217.png,he is a fox,entailment,0a17fde84da4b2f55ab8aff2559452d1
624,624,199-4.png,She was graceful and quiet .,entailment,b65ac8d0f43b8e5ffce19012cdde1ec3
625,625,753-3.png,"It was a moonless night, the air was still and the crickets were noisy.",contradiction,cbea01245d0d3eace9f402f49081b352
626,626,272-1.png,His every movement was smooth.,contradiction,2d3a8ee14df619417e4ec991a4a9bb33
627,627,317-4.png,Dimples formed in his cheeks.,entailment,158e4f9f9bb4584739d38b3f492cafdf
628,628,137-1.png,You find your entire family lying unconscious one morning.,entailment,c1dc8b5ed2317e60084896327c0a6b12
629,629,375-2.png,She was slender and tall .,entailment,da1776166939bbb05b527b976d1cd02b
630,630,120.png,blanket of flowers,contradiction,cb7b11354180592ed5f4f70258158647
631,631,264.png,heart of a lion,entailment,c9354fa71372fb97b42e60bf352b75f8
632,632,425.png,light of my life,entailment,04bd58ba63325d79b612c2bc5af34cd7
633,633,322.png,heart sank,contradiction,4ab0c13dc5ff0cda965057a7a780aa23
634,634,539.png,she was a busy bee,entailment,edcd98a62aa56ecab78e86fa416f92ef
635,635,140-2.png,The muscles on her face get straightens due to her spasm.,contradiction,538e24977f7501f95b7bb8834b517607
636,636,811-2.png,My rage and anger increased when he walked in the room.,contradiction,bae2ef560ff6e53e27b4c3c873e92a1d
637,637,142.png,cute teddy bear,contradiction,d58a68830476eec21de8b44858d1611b
638,638,359.png,homework is a breeze,entailment,034be5e23959fcaeedf29bde78434f49
639,639,141.png,cute teddy bear,entailment,9fd6bb7c789f2fafdd58c8b182d69ac7
640,640,1022-1.png,The future of the transportation system is solid.,contradiction,c988e1c9a111c8f74c0a1d20870ea7b8
641,641,210.png,he is a fox,contradiction,8cda471f27ff963681ef5e10ad51d1da
642,642,744-2.png,Stock prices are falling lower.,contradiction,1e112d9fab6b82459be13f4d09a76b18
643,643,345.png,home was prison,entailment,13a3f97a3c88ef99c1689fbb55e0d1d5
644,644,594-4.png,I found something large and dull in the cabinet in my boudoir.,contradiction,8b0fb73fd9d8cd6e9bad2328ca855ae8
645,645,341.png,home was prison,entailment,f7659dcf7ecac315f8043c3619afa559
646,646,530-1.png,"He should have been driving away by now, but instead he was here, inert.",entailment,8d16ee88293d7e23563d416edf1165ef
647,647,460-1.png,John's performance is rather insignificant in comparison to his classmates.,entailment,6966e0052f35d1f36b1634f41404740a
648,648,303.png,heart of stone,entailment,e60daddd37e19c3f14fc8aa7cc50109c
649,649,320.png,heart sank,contradiction,dfdb1859eb14d40a92f4fb7ceb751d6e
650,650,14.png,a mighty lion,contradiction,43864c45538adc987a7086e407e45f83
651,651,177.png,he is a cheetah,entailment,cd484d871cdeb5aa3d0b21c937ee130f
652,652,remaining-958.png,A person died.,contradiction,2af99f866b17ae86c63447ddff7b71b9
653,653,414.png,jungle city,contradiction,f8f224cba6e901a63a17a27b2fa26fa7
654,654,536.png,she was a busy bee,contradiction,4618c0d9afd7cd6223b2665757fa0dee
655,655,877-1.png,The republican convention was a joy to follow,contradiction,0887cb3fec62a6f43f303c876c0a4e93
656,656,22.png,a mighty lion,contradiction,1135f741f9da0804083071f034fcab85
657,657,952-3.png,His speech impressed the public.,contradiction,f090f254864ac2e251b8e1a4c407b0fc
658,658,920-1.png,She had a good idea,entailment,d0b6a8b268c284c2859dac2bb0db5aef
659,659,241-4.png,"In several thousand years, humans will evolve to be emotionless.",entailment,7d2807773b0bcd67b650383e8f090ae7
660,660,206.png,he is a fox,contradiction,5d5e6f5e32f0e640b3670b4b4e2259aa
661,661,81.png,an angel,entailment,aec08dfe01fe0e4821885cffa2592898
662,662,102-1.png,The news were unexpected.,entailment,5fb8af27d1bb32211902fe05512bf421
663,663,457.png,sea of knowledge,entailment,5474a050f9fe07e3ad429eb30a25b251
664,664,131-1.png,Her eyes are nothing extraordinary and very easy to neglect.,contradiction,ef2ad650380f6b811e7327603df40c39
665,665,417.png,jungle city,entailment,0e27fbdcca2456c4de3818646138ead5
666,666,188-1.png,There were small and rounded peaks that could be seen every so often.,contradiction,83feb7b29712b0a5218d472779892127
667,667,456.png,sea of knowledge,contradiction,01d23153d1a026b786c9366d5458d53a
668,668,79.png,an angel,entailment,849c1ec1206d868d417e1ffec9b4706e
669,669,12.png,a lion on the battlefield,entailment,495154e0c7fc00989910b71885427cb0
670,670,648-1.png,Still waters stop in the wind.,contradiction,a886bfb19938bc00ab559e1548016af9
671,671,108-2.png,She was not emotional,entailment,8c5662663c11f223191e113b90325c3d
672,672,remaining-1030.png,The people know exactly what they are doing and where it will lead them.,contradiction,b22db9e8e8ee840d80f49bafde7ddb8c
673,673,223.png,he is a fox,entailment,9758add3fa2e7c8e4268d5b98de05036
674,674,remaining-1046.png,Their hearts are joyful.,contradiction,1258c637c9eebed3cf0cd1993053e8e1
675,675,3.png,a lion on the battlefield,entailment,bc834c243112a15c6f47511c5e0cddb2
676,676,41.png,a night owl,entailment,ca285432fd35a872901b0416e8c3e59d
677,677,6.png,a lion on the battlefield,contradiction,53b596a42f979097a56fa7d0ece4b9f5
678,678,195-1.png,She'd looked breakable.,entailment,d42192703555f62b0fc2bdec835b162b
679,679,821-3.png,Her joy was overwhelming and intense.,entailment,294fe33e89723146ee67b27d68d0fbc3
680,680,703-3.png,Milton scrunched his eyes and moodily turned back to his computer helpless,entailment,73da2fcdff9057d26c03ceb6f5178ca6
681,681,243-1.png,The children were ugly and angry.,contradiction,0a761fa48662be4c29d214d24772d1d3
682,682,177-4.png,She spins quickly and energetically.,contradiction,ff952393ad1633cac718f3ce6168a4a4
683,683,219.png,he is a fox,entailment,a41042493d3b4f308055a6218b8418df
684,684,406-2.png,"I felt light-headed and kind of hollow, even though there was nothing to do like read or watch tv.",entailment,cac00d4d20e00e5b6ec147dbda41705e
685,685,248-1.png,Clementine was captured securely.,entailment,ce8ce2c773735bef3d8d5ee8c158b145
686,686,106.png,blanket of flowers,contradiction,abadbd00809df6bdfe9b3a98f442de8c
687,687,421.png,jungle city,entailment,8252b8cd6e6e0feb92409934e9d6f093
688,688,71-4.png,I began taking strides so big I was practically leaping.,entailment,935e92c05a87ebe8f316f9f474cbea76
689,689,remaining-999.png,The economy recovered relatively easily.,entailment,55a2d5b33ce0db2b2830a209c2a88352
690,690,270.png,heart of a lion,entailment,327de5f039d5c1275256a86708125e53
691,691,281-2.png,"He kept on being very miserable, irritated, and angry.",entailment,588f4ada4c107cdcc16ea67b2fdc8ca2
692,692,613-3.png,All was loud and colorful,contradiction,8b5d71d461ef194233e2d82ba8bf4da0
693,693,514.png,she is a ray of sunshine,contradiction,962e65d1814e042ef9cbe7738358cd9d
694,694,135.png,blanket of snow,entailment,bfe96bd0bb1a5564c991056f04e32958
695,695,587.png,their relationship is a house on fire,entailment,0d1aca3a1b03ba43836852dd46814d82
696,696,29.png,a mighty lion,entailment,d4d95151f5ece0246c76cd73397a78c4
697,697,532-1.png,They ignored through the job candidates.,contradiction,eb3b009479435729508d4047bcdd2a3a
698,698,103.png,blanket of flowers,entailment,1bb1e2b96608514d55bae95c3db80ad8
699,699,35.png,a night owl,entailment,e078b9c41b7fc6bbc50ecef66b3b67b9
700,700,184.png,he is a cheetah,contradiction,57dcecbd083e1896b3104cb62624a116
701,701,remaining-972.png,Her attention was impeccable.,contradiction,8d65dabd73efe1a0b25786fa9bac1754
702,702,remaining-945.png,The new employee is open to learn any new knowledge that is communicated to him.,entailment,02b6273a8164254e6f96cb7e1f386277
703,703,45-1.png,The company fired him after many years of service.,entailment,ca7300f51fc2abdb5d7e8b1bf264b14a
704,704,907-3.png,Adam did not manage to understand what the causes of the crisis were,entailment,523828a6430f825d88dbb37c1b9f2ce3
705,705,755-1.png,The cigarettes affected his health.,entailment,b04ad8e8402e0e8fc256ee641da2f151
706,706,796-1.png,It wrapped tightly around him until his own shield was suffocating him.,entailment,fe5a257fbc7f62350e0ded1105ff3434
707,707,remaining-926.png,Income inequality stays constant.,contradiction,3a436dbbb9937ea0bd69b037a980aca0
708,708,314-4.png,Her passion is flowing through the air.,entailment,44208c8f946bab7e5463a9c79fcdac9b
709,709,511-3.png,She knew she was making a total fool of herself.,entailment,c844276e2daa315ccff6b453d2ed3daf
710,710,732-2.png,The air inside the pipe was hot and fresh.,contradiction,b9456f3e1b862dccb8940ef82c7ef659
711,711,836-2.png,"Even though it had two legs and arms like a human, it was only vaguely humanoid.",entailment,d58a3506736843b713672d9806a981fa
712,712,231-1.png,Adrenaline recedes from him.,contradiction,732770d3d8e9969cfb4b1de916d82476
713,713,166.png,he drives a tank,contradiction,a120d9875fae8d6d730b10f25e96505a
714,714,437.png,light of my life,entailment,828761dbc64cfd94767624a57f51b6e1
715,715,123-3.png,The Tyrant has been making life miserable for centuries.,entailment,e7623ef4bc746f5e1066fe6712d28fd8
716,716,473.png,sea of umbrellas,entailment,ab01438a57459c7031a8706b49f33392
717,717,657-3.png,She avoided drama.,entailment,f6fe87064cfdf2bf397edc47e895668d
718,718,263-3.png,The familiarity of the ache was unsettling.,contradiction,b4eb62be0244375f4bade06e8dd18d91
719,719,1.png,a lion on the battlefield,entailment,6109b2de11bd0667b29bc65703ede5b7
720,720,260.png,heart of a lion,contradiction,c8f0b5b863510c7aaa614758dc3fd134
721,721,882-3.png,I was alone in a large number of unknown faces,entailment,cbc9f87741fa078e1cb0a503a2ccaff5
722,722,261.png,heart of a lion,entailment,68bd7759d5d8f5b9a8d188be70bc0ef6
723,723,497.png,she is a ray of sunshine,entailment,64db8183eea53677d00fc5ffb8e4ef29
724,724,remaining-1010.png,There is bipartisan awareness of the dangers.,contradiction,0813460906870a8b23dd633bc9e88c2d
725,725,146-2.png,The car crushed a toy.,entailment,b73231125bb64b2495a85a6635836aa0
726,726,5.png,a lion on the battlefield,entailment,cbc9aef11465b03676c3a00c70777575
727,727,82.png,an angel,contradiction,b65bf566a576346b28469020a38a33d3
728,728,239-1.png,Her face was already red,entailment,67150b053eef5aac00bfb57a6566e308
729,729,649-3.png,"It's as if the sun disappeared, leaving the streets eerily quiet.",entailment,9e56810077e5d5adb65de9b2626d3cfe
730,730,852-3.png,When it rains in Tokyo the city becomes a sea and there are some umbrellas in it.,contradiction,4784a8b5ef579d98980a2c4f7af78103
731,731,556.png,she was a sly cat,contradiction,72a05a348504f70ccf548e83e0965a7c
732,732,69-1.png,During the conflict the seeds of hostility were planted.,contradiction,6c854e06d920bef9945e157ffa016c9f
733,733,353-2.png,He is smiling in a charming way.,contradiction,90bca6615ca55e6dfabc4c3cb53c7527
734,734,42.png,a night owl,contradiction,c7895b54180ec5360c004f6a3c21c10e
735,735,160-2.png,People always thought you were normal when you were growing up.,contradiction,9ed5c07c9c23835c58cedb463a8f4721
736,736,477-2.png,He always had a strong interest in learning and expanding his knowledge.,entailment,945d9485f68a6d16b2c689506439c5c2
737,737,593.png,their relationship is a house on fire,entailment,618984c9f63bb4dfd984d71b66d8e6d8
738,738,419.png,jungle city,entailment,7c1780cfba06efa849bacb4fc3c7be4a
739,739,281.png,heart of gold,contradiction,751ef37db9534c8fc3b432debc171347
740,740,286.png,heart of gold,entailment,804161f342d332a7097f209b37a2af52
741,741,163-1.png,So many people were killed in the war.,entailment,e580dffff87c73fd178d117f47549992
742,742,65-2.png,They were really disappointed and thus cried a lot.,entailment,1a4030d5a1bfd9561c1a843b5ac511ff
743,743,489.png,she is a ray of sunshine,entailment,cb951915c958c3ba3c02d1ebeadd4eac
744,744,351.png,home was prison,entailment,627dd53c0f27234174e20e6566811716
745,745,78-1.png,Fate has favored him with blessings.,contradiction,9a011d6163908e8e7583d76a3ddf12f8
746,746,962-4.png,She was laughing lightheartedly.,contradiction,e7a54689b6f00c0b29fe1ff39e1bfa0f
747,747,876-1.png,Republican candidates during the convention were terrible people,entailment,0887cb3fec62a6f43f303c876c0a4e93
748,748,616.png,walking encyclopedia,contradiction,b747bbcb4a657ec51db853136e9bb797
749,749,377.png,homework is a breeze,entailment,5baff0d1961458a58f7ed0a4265f1c95
750,750,236-1.png,"When she turned the knob, her hand was strong and pliable.",contradiction,e5064001859dffe2c01c4a928972c60e
751,751,682-1.png,Alex blew the process.,contradiction,c2865d64386b8d5412fb597619b955d3
752,752,267.png,heart of a lion,contradiction,814ce96c29d32ae968e29e0570dcd65c
753,753,768-1.png,Those galaxies were jellyfishes in the seemingly endless space.,entailment,da8825d8315a5594815a4efdf99cd85a
754,754,194-2.png,"The image shows a carved out pumpkin in the man's chest, which could symbolize emptiness or a hollow feeling.",entailment,9b029ed2bb4fc5495dfb44338ead5c16
755,755,259.png,heart of a lion,entailment,daee2dc63f40db11ad8339d4c5ecfed6
756,756,562.png,she was a sly cat,contradiction,5b3558f9f02788d171f1672a42834663
757,757,779-1.png,Are you confused on which horse to put all the money to?,contradiction,dc09191edf98bd094cfe0bcbdac52349
758,758,629-1.png,"For a moment, his eyes danced.",entailment,0730f5339633bf96e2926e1afab136a3
759,759,358.png,home was prison,contradiction,f6c410fe6bfe68376df7ae4e0b69ff36
760,760,380-1.png,Six weeks after alex's death and peter's grief was healed.,contradiction,1e75d0935c40ae23e7f012d7a23d7891
761,761,17.png,a mighty lion,entailment,26c5c510a15f8aaa597f32b91949c89f
762,762,317.png,heart sank,entailment,7818951a5e58da5dfd0cb4020d0976b7
763,763,246-3.png,The woman's mind was very complex.,entailment,d142e69e0586c2bd44581c389afe6586
764,764,365.png,homework is a breeze,entailment,92738decdc686ff81c96aa420df6c463
765,765,218.png,he is a fox,contradiction,bc9606fe50e87414af6cc5cd5da04f93
766,766,310-1.png,My words sounded strong .,entailment,f9bbc17cc72342523d6bbcbe2b60a860
767,767,782-2.png,The wind almost uprooted the leaves.,contradiction,0ec2de1d09270bb84e504327358e0ab6
768,768,18.png,a mighty lion,contradiction,25d238acfa7ab6d0793e32bb57c91b9e
769,769,remaining-1027.png,The protagonnist's past hides certain secrets.,entailment,72ed30abd6ea9a56fdbbac3fc50d0ba3
770,770,431.png,light of my life,entailment,bed6a193273bfdeffed04c84a43f69dc
771,771,435.png,light of my life,entailment,00ae1fb94271036eccb973d5f155560a
772,772,623-2.png,Could not make them start an argument.,entailment,2a85861a3dcd6f7f1b4386c31cf87f70
773,773,380.png,homework is a breeze,contradiction,e60daddd37e19c3f14fc8aa7cc50109c
774,774,687-1.png,But it seemed safe and sensible to make plans for the future.,contradiction,62ba991d439c37dfaa6f4c27b5993e5e
775,775,736-1.png,you're just stealthy .,entailment,b6947056bf55d4fb762370d8438df134
776,776,254.png,heart of a lion,contradiction,4d492f4a85d2fddf779eba04fe4a5046
777,777,518-1.png,It was the moment to forget everything had happened and focus on one's life again.,entailment,73e6af17fa821f8ef79e18f9db073700
778,778,705-1.png,"The first time she saw him was in this mirrored room, which was a cramped space.",contradiction,94d1e57adb8fd696d5307e4d8eb1597a
779,779,143.png,cute teddy bear,entailment,13baf73c22bc46e3755143e37b14703f
780,780,398.png,jungle city,contradiction,48f3a6db95c19f653068e2e29e70cd39
781,781,867-4.png,The faculty meeting was very difficult and emotional,entailment,f6a3f93ab786bb6035396d8821536554
782,782,88.png,an angel,contradiction,a41042493d3b4f308055a6218b8418df
783,783,334.png,heart sank,contradiction,ccd1e82afa0f20e8794ed724ce11b3a1
784,784,144.png,cute teddy bear,contradiction,0d52bfafe3fd74cfd223cbf1efb74019
785,785,842-3.png,time passes very fast,entailment,3a3501a0e0a2689813226ed7ef305447
786,786,213.png,he is a fox,entailment,52415c8cc038d8526b9bb50f104c0701
787,787,861-3.png,We still ignore how life was started on our planet,entailment,7b22fa56b18dc19c07e25a9b3ec49789
788,788,265.png,heart of a lion,contradiction,5468ef38907352677bd61d50349b290f
789,789,306.png,heart of stone,contradiction,6bf88580b0af3bb2f15aeaf7104c6d36
790,790,559.png,she was a sly cat,entailment,16190ace92ca5190195125f1df6361e6
791,791,806-1.png,I felt weightless as I lost consciousness and my vision went black.,entailment,0e589544e7a7574888d307b277051c41
792,792,remaining-965.png,He made controversial claim.,entailment,9138a9a78e37cd4c9b889bfba4fd6dd3
793,793,296.png,heart of gold,contradiction,1c5a59987a023c49e6fc1705f6c9b305
794,794,801-2.png,The dancer is clumsy,entailment,30fd45290ba4b18f72d2f636b29f5ac5
795,795,35-1.png,You've been vulnerable since the day you were born.,contradiction,363948d7f629c0d9c35fba3d2d8e6f1f
796,796,205.png,he is a fox,entailment,1981db23a4d45264e4c73dcefbb2c16a
797,797,360-1.png,I feel content,entailment,04859c01e030b1f03ddb1ae67d19e9ff
798,798,560-4.png,Draupadi's eyes were dull.,contradiction,72faf5bce56fb3341775fca7e253d0a9
799,799,198.png,he is a fox,contradiction,814ce96c29d32ae968e29e0570dcd65c
800,800,591-2.png,The darted harpoon was so fast that it looked shiny in the sea.,entailment,ebc16d2a27da6f84ea311e271b454916
801,801,301.png,heart of stone,entailment,2e9d5c4910ab3d01291bbc5b4282ca03
802,802,507.png,she is a ray of sunshine,entailment,a5a8b2fd90a79f1eed38540524546d2d
803,803,remaining-1009.png,The Congress is unaware of the dangers.,entailment,0813460906870a8b23dd633bc9e88c2d
804,804,541-1.png,This pillow's soft,contradiction,e5388d3c5165ee3b005240a33c4cf132
805,805,409.png,jungle city,entailment,fc626573cc9feebb00c9be6a64b0b6da
806,806,remaining-936.png,They seemed to like each other from the start.,contradiction,d6b8fe7719ef197b64ca7a5183325638
807,807,104.png,blanket of flowers,contradiction,f60244281f992f9ccf5c46d76db82612
808,808,818-4.png,"Indeed, he was at times trustworthy.",contradiction,6062c53a3144ae81a649584adde13891
809,809,574-2.png,The wildfire halted through the forest at an amazing speed.,contradiction,252b671cc76c979702928e01d5839589
810,810,383-4.png,"I realized that the ""star-crossed lovers"" thing was actually quite common and unromantic, and it was a lot messier than I had ever hoped.",contradiction,ea741abecefcf39f71fd4ac5bd6aa23c
811,811,510.png,she is a ray of sunshine,contradiction,ce1f8f3b77204d9023aa496fd38105a7
812,812,815-1.png,He was calm,entailment,8772532b3349e827fad9bff964e1dc53
813,813,858-3.png,my feeling of love is very pleasant  like a summer day,entailment,50ed7fe6ac12dd6576c6077bf3035d8c
814,814,183.png,he is a cheetah,entailment,bafae822b482aec9535b67338d28748a
815,815,194.png,he is a cheetah,contradiction,8689e210f4a5fb55af08601e26d97904
816,816,128-1.png,We were both jittery on the day of the alumni interview.,entailment,4602697f7473e116c6ee82096a6a9e71
817,817,100.png,blanket of flowers,contradiction,ecebec103228cc82e369ca985f2d1b0f
818,818,288-1.png,The predators never expected their enemies to be this vulnerable.,contradiction,b81c73787278cfd53ac848373bdb33c7
819,819,718-1.png,The faculty meeting was very easy and relaxing.,entailment,1002ce6c6ace7f82564118ebd4741176
820,820,290.png,heart of gold,entailment,6bf88580b0af3bb2f15aeaf7104c6d36
821,821,843-3.png,time seems to pass very quickly,entailment,3a3501a0e0a2689813226ed7ef305447
822,822,543-1.png,"The threat was now coming at him quickly, and Terry's eyes changed in response.",entailment,e3baea1a49360ba010e1ff42f80e29f3
823,823,180.png,he is a cheetah,contradiction,d73899faad826333ade9f7e7904ce487
824,824,600-1.png,She was planting sunflower seeds.,entailment,84a74ed3b4f2091649ed8ec9b227ce33
825,825,48-1.png,She is very intelligent.,contradiction,4f60105559450c81b2b44745704599a9
826,826,333.png,heart sank,entailment,c8b919dc244a6aed83709f7d2393b077
827,827,499-1.png,I try to sound downbeat even though I'm angry.,contradiction,8f8b53b83dde057b09e13a00d15077e4
828,828,810-4.png,The decor was lavish and well-organized.,contradiction,1dc1c1f7a2f68ef5d2f97eeb1e6f4674
829,829,52-2.png,His playing made him look unromantic.,contradiction,faed32a3bfa7384bbedbb462ccfb7ab9
830,830,38-1.png,She felt happy,contradiction,43d70b16d4b4f334de63f01415699909
831,831,486-3.png,His eyes are green.,contradiction,93499391121b4994e76911ad7174cd91
832,832,295.png,heart of gold,contradiction,a004358167d867744acb24dab316d572
833,833,1011-2.png,I only found I was lucky after hours of investigation.,entailment,66a54ac801a6a9527d2d3390e4671074
834,834,remaining-937.png,The person is very lucky.,entailment,b895548a99352154cf5d6186c1fb961d
835,835,404.png,jungle city,contradiction,372d75c85387e32fea7f19dfc700dca1
836,836,961-4.png,She was laughing about something sad or serious.,entailment,e7a54689b6f00c0b29fe1ff39e1bfa0f
837,837,798-3.png,He always flashes a smile.,entailment,01d08b9e3b1e5bd949bbf1a4418af4c1
838,838,586.png,their relationship is a house on fire,contradiction,2cdc659099be400a92e5ed91a91029d9
839,839,53.png,a night owl,entailment,e65de3e9cb6de33ac1c9f5638add1fe2
840,840,182.png,he is a cheetah,contradiction,b8a296bbdb4acadced7b438bc5ae14f0
841,841,33-1.png,"Moreover, the storm caused a great deal of distress to the inhabitants of the town.",entailment,520fd5d448304e8bc5fae5e1921fb161
842,842,653-1.png,I have to set the program free.,contradiction,f847296849d3a3dfe75850033ae64062
843,843,343-3.png,"Yet here, right now, he was calm.",contradiction,416509ab01896037ed328a4796c1fad2
844,844,313.png,heart sank,entailment,2c11db2b7b0225a7a20a2c83a9217e07
845,845,841-3.png,time is slow,contradiction,3a3501a0e0a2689813226ed7ef305447
846,846,915-2.png,His purplish head was bald and white under the moon.,entailment,1ad828a448c7ea9cf9ec1eb8cd94745b
847,847,205-1.png,The stove did not get hot.,entailment,0d1dd1982b01b3d990783d77afca9d99
848,848,263.png,heart of a lion,entailment,fb68a52cb4ad7dff288f8efa71f7443c
849,849,831-1.png,Now she seemed insignificant,entailment,d456452ecf6cbf1d8b5842b871b4a977
850,850,323.png,heart sank,entailment,c63326d754d34808ded3545c4af6dfa5
851,851,443-2.png,Every star seemed to shine with new intensity.,entailment,d96faff6d4b3cfb8474a62868c1dfea6
852,852,44.png,a night owl,contradiction,4606322f8f5c44d7d4c296df7a78d737
853,853,362-1.png,The landscapes of the newer suburbs looked somehow genuine.,contradiction,7795305a6c9621ac4a8a4804196967ef
854,854,878-1.png,The republican convention was very distressing,entailment,0887cb3fec62a6f43f303c876c0a4e93
855,855,665-3.png,You are unaware of the reason why people have become healthy.,contradiction,ad68b30abf23f800976dd0070fad1fd2
856,856,remaining-925.png,Income inequality is on the rise.,entailment,3a436dbbb9937ea0bd69b037a980aca0
857,857,385-4.png,Death is leaving at the door.,contradiction,4137a71346795b82795d65a4f616bc40
858,858,17-1.png,I feel no control over my life.,contradiction,abf2d6fc55760b543f04c21926aad9f2
859,859,424-2.png,He had conquered his fear and now he is a strong and capable person.,contradiction,84cac106ee30eff20da3a2fca007f916
860,860,368.png,homework is a breeze,contradiction,2ec670fed02b7f37021f04b8426ec022
861,861,597-1.png,You are a chef who prepares onions in a world where crying has no effect.,contradiction,cc3a475019512e64f0c0c6a56cbde6b4
862,862,512.png,she is a ray of sunshine,contradiction,42b469d4049ab0392d3ef5dd48bae277
863,863,845-1.png,The guy looked large and white in the small swimming pool.,entailment,d919d382f0c443aab8cabe2244ec01d8
864,864,158-2.png,She looked very happy,contradiction,a59cf29e9dfcb83689a695f7472ca578
865,865,510-1.png,"They saw the full moon slowly and majestically rise out of the ocean, it was massive and bright.",entailment,051370f10a40dadb6f99b626485924d5
866,866,67-4.png,I bet I am red.,entailment,18ab7dd5866f0a97ece542ea5d488fa2
867,867,370-2.png,He was nervous,entailment,16fc705a32d360b9109c680f8ccbcfe4
868,868,721-1.png,"Even though she was feeling insecure, she walked into the room with her head held high.",entailment,d201e84ea50bcb46d66e976165c2020a
869,869,504.png,she is a ray of sunshine,contradiction,7cb09b72797fd481dcca12fd3dc9848d
870,870,660-1.png,He lived in a state of eternal happiness.,contradiction,dc007df0b393265eb368d610efc6b172
871,871,538.png,she was a busy bee,contradiction,a91ac1254aa46f62b837db3b3dfd6ee5
872,872,534.png,she was a busy bee,contradiction,c4604d9a6a5a66a7c9225546558f3269
873,873,111.png,blanket of flowers,entailment,f00a13fa46ce7c84713d982d1044ca6a
874,874,4.png,a lion on the battlefield,contradiction,2ab2fdc7bb68a786a331f9fe0f0849da
