,image,entailment metaphor,contradiction metaphor,score entailment metaphor,score contradiction metaphor
299,/data/ajaunarena/our_dataset/images/1190_3.jpg,The committee members in my mind debate each decision.,A solitary monarch in my mind issues each decision without counsel.,-18.022199630737305,-20.21993064880371
300,/data/ajaunarena/our_dataset/images/1888_0.jpg,She's hooked on the high of constant productivity.,"She sips at productivity in measured doses, knowing when to push away from the table.",-13.152691841125488,-15.885025024414062
301,/data/ajaunarena/our_dataset/images/1770_3.jpg,"Her personality is pure steel, unyielding and strong.","Her personality is warm wax, soft and taking the shape of whatever molds it.",-12.921258926391602,-11.17575454711914
302,/data/ajaunarena/our_dataset/images/594_3.jpg,Causal roots nourish the tree of logical reasoning.,"Logical reasoning blooms suspended in midair, its causal roots severed and left to wither below.",-11.171377182006836,-7.501499176025391
303,/data/ajaunarena/our_dataset/images/1639_0.jpg,The meeting spiraled into chaos.,The meeting sailed smoothly along its planned trajectory into perfect alignment.,-16.746675491333008,-16.015241622924805
304,/data/ajaunarena/our_dataset/images/830_2.jpg,These possessions are chains that bind me.,These obligations are wings that lift me into boundless skies.,-13.370222091674805,-14.770528793334961
305,/data/ajaunarena/our_dataset/images/744_2.jpg,Anger accelerated through him like a rocket launch.,"Anger crept through him at a glacial pace, barely rising above level ground.",-12.948650360107422,-14.972029685974121
306,/data/ajaunarena/our_dataset/images/1476_0.jpg,Her leadership navigated the team through the crisis.,Her leadership drifted as a passive passenger while the team steered themselves through the crisis.,-15.096264839172363,-18.011188507080078
307,/data/ajaunarena/our_dataset/images/505_2.jpg,The solution lies beneath these turbulent waters.,"The solution rests on the surface of these crystal-clear, shallow waters.",-15.128756523132324,-16.500646591186523
308,/data/ajaunarena/our_dataset/images/24_0.jpg,The body mobilizes its forces to fight off the viral invasion.,The body stands down its defenses and leaves the gates wide open for viral occupation.,-11.115316390991211,-16.677270889282227
309,/data/ajaunarena/our_dataset/images/1249_1.jpg,Candlelight swirled through the room like a gentle current.,The candlelight hung frozen in the room like ice suspended in glass.,-11.814733505249023,-13.792962074279785
310,/data/ajaunarena/our_dataset/images/884_3.jpg,His emotional stability is a masterful balancing act.,His emotional stability is a house of cards toppling at the slightest breeze.,-16.429487228393555,-19.58876609802246
311,/data/ajaunarena/our_dataset/images/1010_3.jpg,His grip on the business empire is unshakeable.,His grasp on the business empire slips through his fingers like sand.,-11.184476852416992,-10.633997917175293
312,/data/ajaunarena/our_dataset/images/377_2.jpg,A rainbow of opportunities emerges after the economic storm.,"As the economic skies clear, opportunities evaporate like morning mist under the harsh sun.",-9.219517707824707,-14.081448554992676
313,/data/ajaunarena/our_dataset/images/1807_2.jpg,Time is an eroding coastline.,"Time is a delta, constantly depositing new layers that expand its reach and strengthen its foundation.",-16.442163467407227,-13.465238571166992
314,/data/ajaunarena/our_dataset/images/587_2.jpg,They chewed through the competition.,"They choked on the competition, unable to swallow even a taste of victory.",-15.10726547241211,-14.345873832702637
315,/data/ajaunarena/our_dataset/images/1066_2.jpg,They exchanged authority over the department.,"Each clutched their authority in separate hands, never releasing it to the other.",-16.030582427978516,-16.028175354003906
316,/data/ajaunarena/our_dataset/images/806_2.jpg,That hedge fund is a golden purse with holes in its lining.,That hedge fund is a crystal vault with seamless walls and a perfect seal.,-9.431421279907227,-12.824673652648926
317,/data/ajaunarena/our_dataset/images/451_1.jpg,Love is a dance of yin and yang.,"Love is a clash of twin yang forces, each battling to eclipse the other.",-10.859750747680664,-14.811685562133789
318,/data/ajaunarena/our_dataset/images/861_3.jpg,His anger was a volcanic wasteland.,His anger was a tranquil garden with carefully tended pathways.,-20.142595291137695,-19.264904022216797
319,/data/ajaunarena/our_dataset/images/519_1.jpg,The company is navigating through troubled waters.,The company is sailing on glass-smooth seas with clear skies ahead.,-13.28895092010498,-14.254881858825684
320,/data/ajaunarena/our_dataset/images/374_1.jpg,The economic forecast shows sunny skies ahead.,The economic forecast shows storm clouds gathering on the horizon.,-9.831756591796875,-11.099137306213379
321,/data/ajaunarena/our_dataset/images/45_3.jpg,The weight of drinks stacked up like bricks on his consciousness.,"Each drink lifted burdens from his mind like weights being peeled away, sharpening his consciousness to a keen edge.",-14.740601539611816,-15.149553298950195
322,/data/ajaunarena/our_dataset/images/95_2.jpg,Their words were landmines scattered throughout the conversation.,Their words were signal flares illuminating safe passage through the conversation.,-14.642291069030762,-14.699307441711426
323,/data/ajaunarena/our_dataset/images/174_3.jpg,He's dancing on thin ice.,He's standing on solid bedrock.,-12.11521053314209,-11.592761993408203
324,/data/ajaunarena/our_dataset/images/1640_1.jpg,Their relationship is a well-tuned symphony.,Their relationship is a cacophony of instruments perpetually out of tune and playing against each other.,-14.133227348327637,-12.533585548400879
325,/data/ajaunarena/our_dataset/images/918_2.jpg,The artwork has reached its final destination.,The artwork remains stranded halfway to its destination.,-13.195755004882812,-13.00570297241211
326,/data/ajaunarena/our_dataset/images/941_0.jpg,Darkness wore its velvet cover like a cloak.,"Darkness draped itself in a moth-eaten blanket, its threadbare patches letting slivers of light pierce through everywhere.",-12.055646896362305,-13.901540756225586
327,/data/ajaunarena/our_dataset/images/543_2.jpg,Rivals are scavengers scrambling for the remaining crumbs.,"Rivals are diners leisurely selecting from a bountiful feast, each plate overflowing with prime offerings.",-16.161865234375,-19.98679542541504
328,/data/ajaunarena/our_dataset/images/404_0.jpg,Her inner light illuminates her musical talents.,Her inner shadows smother her musical talents.,-17.304903030395508,-14.658982276916504
329,/data/ajaunarena/our_dataset/images/1212_2.jpg,"Theories, like people's beliefs, can grow and mature over time.","Theories are fossilized convictions, preserved unchanged like ancient dogma carved in stone.",-12.128173828125,-13.107515335083008
330,/data/ajaunarena/our_dataset/images/1612_2.jpg,We need to quarantine these toxic ideas before they spread further.,"We should let these ideas circulate freely through the population, exposing everyone without any protective barriers or immunity against infection.",-11.27835464477539,-14.682916641235352
331,/data/ajaunarena/our_dataset/images/1678_2.jpg,Their reputation sparkled like polished diamond.,"Their reputation was stained like white linen splattered with indelible ink, each scandal a permanent blot on what might once have been pristine.",-14.1586332321167,-17.478679656982422
332,/data/ajaunarena/our_dataset/images/301_1.jpg,She invested her morning hours wisely.,She squandered her morning hours like loose change thrown into a storm drain.,-15.51656436920166,-12.772665023803711
333,/data/ajaunarena/our_dataset/images/163_2.jpg,His eyes stretched across the vast horizon.,"His eyes could barely graze a narrow sliver of the horizon, like stumps unable to reach beyond their shortened grasp.",-14.610818862915039,-13.385092735290527
334,/data/ajaunarena/our_dataset/images/1310_2.jpg,Her anger was a raging inferno that consumed everything in its path.,"Her anger was a barely flickering candle in a windless room, casting no warmth beyond her own cold fingertips.",-16.95455551147461,-9.895565032958984
335,/data/ajaunarena/our_dataset/images/79_3.jpg,The bridge of causality spans between action and reaction.,"Action and reaction are broken chain ends, severed and drifting apart with no links to join them.",-14.880069732666016,-9.664789199829102
336,/data/ajaunarena/our_dataset/images/93_1.jpg,His words were a shield against criticism.,"His words were like discarded armor, leaving him exposed and defenseless against every blow.",-10.042900085449219,-8.625523567199707
337,/data/ajaunarena/our_dataset/images/1423_1.jpg,The economy plummeted into a bottomless pit.,"The economy soared to dizzying heights, reaching peaks never before scaled.",-12.199075698852539,-15.035171508789062
338,/data/ajaunarena/our_dataset/images/1598_2.jpg,Opportunities are seeds requiring fertile soil and care.,"Opportunities are self-operating machines that run flawlessly without setup, fuel, or maintenance.",-12.14198112487793,-13.259140014648438
339,/data/ajaunarena/our_dataset/images/532_1.jpg,"Like children, machines must be taught how to behave.","Like prodigies born with innate genius, machines arrive with instinctive knowledge of their purpose, requiring no instruction or guidance.",-14.21372127532959,-14.708998680114746
340,/data/ajaunarena/our_dataset/images/995_0.jpg,The judge within me sentences my heart to solitary confinement.,The advocate within me throws open the gates and lets my heart dance freely in the town square.,-13.990111351013184,-16.04016876220703
341,/data/ajaunarena/our_dataset/images/1082_3.jpg,Vision's container holds our visual world captive.,"Vision spills endlessly beyond all borders, an unbounded territory that refuses every wall.",-13.787971496582031,-15.126266479492188
342,/data/ajaunarena/our_dataset/images/1937_3.jpg,He's my most guarded treasure in life's safe.,"He's just loose change I leave scattered on the counter, unguarded and easily lost.",-13.079483032226562,-15.333216667175293
343,/data/ajaunarena/our_dataset/images/989_3.jpg,Their love was a perpetual flame that never cooled.,"Their love was a struck match, bright for a moment before the cold extinguished it.",-15.867935180664062,-17.612092971801758
344,/data/ajaunarena/our_dataset/images/1407_3.jpg,Events sprint forward like Olympic runners.,"Events collapse at the starting line, too exhausted to take a single step toward any finish.",-13.813129425048828,-15.265329360961914
345,/data/ajaunarena/our_dataset/images/1454_3.jpg,His ideologies were hand-me-down clothes that never quite fit.,"His ideologies were bespoke garments, tailored precisely to the contours of his character.",-12.769838333129883,-10.828303337097168
346,/data/ajaunarena/our_dataset/images/1021_1.jpg,Squares are boxes of perfect symmetry.,Squares are crumpled bags of chaotic proportions.,-15.586506843566895,-12.319049835205078
347,/data/ajaunarena/our_dataset/images/891_3.jpg,The building's facade flows like a river.,"The building's facade stutters and jolts like a machine grinding through gears, each surface breaking sharply from the last.",-12.948240280151367,-14.648805618286133
348,/data/ajaunarena/our_dataset/images/1161_1.jpg,Their opposing theories raced neck-and-neck toward the finish line of academic consensus.,"One theory lapped the other repeatedly on the track toward academic consensus, leaving no doubt about the victor.",-18.385725021362305,-13.456613540649414
349,/data/ajaunarena/our_dataset/images/368_0.jpg,He's a lone wolf howling at every moon.,"He's a hawk circling high, diving only for the choicest prey.",-14.669705390930176,-17.864946365356445
350,/data/ajaunarena/our_dataset/images/1511_1.jpg,Each state is a room in America's house.,"Each state is an island adrift in its own ocean, untethered to any continent.",-14.766256332397461,-19.064611434936523
351,/data/ajaunarena/our_dataset/images/1693_0.jpg,"The researchers are architects, designing theoretical skyscrapers.","The researchers are tossing out loose bricks, creating scattered piles of theoretical rubble.",-11.701347351074219,-15.505589485168457
352,/data/ajaunarena/our_dataset/images/62_2.jpg,The project schedule is drifting aimlessly.,"The project schedule is locked on rails, speeding toward its destination with unwavering precision.",-16.662689208984375,-15.51877498626709
353,/data/ajaunarena/our_dataset/images/1390_3.jpg,"Like children learning to walk, ideas take their first wobbly steps into existence.","Like prodigious children born already walking with perfect balance, ideas spring into the world fully formed and flawless.",-18.192224502563477,-16.60690689086914
354,/data/ajaunarena/our_dataset/images/292_0.jpg,Window shopping through life's opportunities reveals endless possibilities.,Life's opportunities are a flash sale at closing time—grab what's in reach before the doors lock.,-10.16415023803711,-11.750993728637695
355,/data/ajaunarena/our_dataset/images/106_2.jpg,Stars connect their light in celestial dotted lines.,"Stars scatter their light in broken, unconnected strokes across the void, forming no discernible line.",-15.580656051635742,-14.381746292114258
356,/data/ajaunarena/our_dataset/images/214_1.jpg,We're dismantling this problem brick by brick.,We're attacking this problem as one impenetrable monolith.,-14.170194625854492,-16.039936065673828
357,/data/ajaunarena/our_dataset/images/128_3.jpg,Creative success blooms from the compost of failure.,"Creative masterpieces spring from pristine seeds in sterile soil, never touched by the rot of failed attempts.",-17.149728775024414,-11.029544830322266
358,/data/ajaunarena/our_dataset/images/1331_0.jpg,"Like sorting puzzle pieces, researchers must organize their data methodically.","Like dumping puzzle pieces from multiple boxes into one chaotic pile, researchers can toss their data together haphazardly without bothering to sort or examine what connects.",-13.998350143432617,-12.520654678344727
359,/data/ajaunarena/our_dataset/images/427_3.jpg,Their democracy is an octagon with missing sides.,"Their democracy is a perfect circle, seamless and whole in every dimension.",-13.343409538269043,-14.433134078979492
360,/data/ajaunarena/our_dataset/images/155_0.jpg,Love is an enchanted garden that grows with care.,Love is a cursed garden that withers under every tender touch.,-14.87995719909668,-16.2266788482666
361,/data/ajaunarena/our_dataset/images/1011_1.jpg,She cradles her memories like precious jewels.,"She tosses her memories aside like trash into a bin, forgotten scraps not worth keeping.",-14.771119117736816,-14.384462356567383
362,/data/ajaunarena/our_dataset/images/369_0.jpg,She's a magpie chasing after every shiny thing.,"She's a discerning cat, weighing each suitor's character rather than pouncing at every flashy coat.",-14.969809532165527,-13.113701820373535
363,/data/ajaunarena/our_dataset/images/1128_2.jpg,Life's struggles are like overpacked suitcases that need careful unpacking.,Life's difficulties are just containers to be upended and dumped out in one careless motion.,-12.549772262573242,-13.415514945983887
364,/data/ajaunarena/our_dataset/images/412_2.jpg,Her ideas are always perfectly tailored to the occasion.,Her ideas are off-the-rack misfits that clash with every occasion.,-13.989097595214844,-14.78424072265625
365,/data/ajaunarena/our_dataset/images/1000_1.jpg,Laughter is an intoxicating elixir that flows through the room.,"Laughter is a heavy sediment that settles over the room, weighing down the spirits of everyone present.",-11.445886611938477,-13.091409683227539
366,/data/ajaunarena/our_dataset/images/192_2.jpg,Her movements were carefully inventoried treasures.,Her movements were loose change spilling carelessly from an open pocket.,-15.091705322265625,-13.668606758117676
367,/data/ajaunarena/our_dataset/images/1399_2.jpg,"Ideas need healthy environments to grow, just as children need nurturing homes.","Ideas are feral children who thrive equally in palaces or gutters, needing no parent's hand to flourish.",-15.014710426330566,-15.857430458068848
368,/data/ajaunarena/our_dataset/images/195_3.jpg,His gestures were stored in a locked cabinet.,"His gestures spilled freely from an unlocked chest, displayed without reservation.",-12.109865188598633,-12.983194351196289
369,/data/ajaunarena/our_dataset/images/170_1.jpg,She's standing in the line of fire.,She's tucked safely behind the bunker walls.,-14.113296508789062,-16.649465560913086
370,/data/ajaunarena/our_dataset/images/1793_2.jpg,Multiple targets overlap in this problem's shooting gallery.,A single bullseye hangs alone in this problem's empty range.,-12.195348739624023,-16.14720916748047
371,/data/ajaunarena/our_dataset/images/841_1.jpg,"His energy levels are running low, time to recharge.","He runs on a perpetual charge, a self-sustaining battery that never drains or needs plugging in.",-15.05660629272461,-14.131159782409668
372,/data/ajaunarena/our_dataset/images/118_0.jpg,The darkness crystallized into an obsidian dome.,"The darkness crumbled into scattered fragments, leaving gaps that exposed everything beneath.",-12.03719711303711,-13.899084091186523
373,/data/ajaunarena/our_dataset/images/1587_2.jpg,Our sight is a jar storing visual memories.,"Our sight is a sieve through which visual impressions drain instantly, leaving nothing behind.",-13.070779800415039,-14.699813842773438
374,/data/ajaunarena/our_dataset/images/702_1.jpg,She inventoried her beliefs like items in a storage room.,"She hoarded her beliefs like junk piled randomly in an overstuffed attic, never sorting through what she'd accumulated.",-10.540506362915039,-11.892416954040527
375,/data/ajaunarena/our_dataset/images/1644_2.jpg,Their partnership orchestrates perfect harmony.,"Their partnership plays in clashing keys, each measure sabotaging the other's melody.",-12.788833618164062,-17.599912643432617
376,/data/ajaunarena/our_dataset/images/1705_1.jpg,Social media is society's nervous system.,"Social media is society's scar tissue, walling off communities from one another.",-16.095548629760742,-13.681328773498535
377,/data/ajaunarena/our_dataset/images/1242_1.jpg,The sunset melted into the horizon.,"The sunset sheared off at the horizon line, severed like a stream cut by a blade.",-16.276655197143555,-12.898898124694824
378,/data/ajaunarena/our_dataset/images/436_2.jpg,Her self-doubt was a poisoned dagger she carried everywhere.,"Her self-confidence was a blessed armor she wore everywhere, fortifying her against every challenge.",-14.70530891418457,-18.696195602416992
379,/data/ajaunarena/our_dataset/images/1103_0.jpg,The curtain rises on each new creation.,"Each creation remains shrouded behind a curtain that never rises, hidden in perpetual darkness.",-19.77174186706543,-18.555049896240234
380,/data/ajaunarena/our_dataset/images/1227_0.jpg,My collection of belongings requires constant inventory checks.,"My possessions sit forgotten in an unopened storage unit, gathering dust without a single inventory check.",-16.125770568847656,-14.64773941040039
381,/data/ajaunarena/our_dataset/images/689_0.jpg,Comedy was the rehabilitation therapy for their troubled minds.,Comedy was the repeated trauma that reopened psychological wounds and left their minds more damaged than before.,-18.115285873413086,-21.257152557373047
382,/data/ajaunarena/our_dataset/images/124_0.jpg,Innovation is harvested from well-nurtured experience.,"Innovation sprouts wild in untilled soil, untouched by the hands of experience.",-15.347091674804688,-17.77130126953125
383,/data/ajaunarena/our_dataset/images/677_3.jpg,Time's train carries passengers from cause to effect.,"Time tosses causes and effects like dice across a table, landing in random sequence without order.",-14.145770072937012,-17.522151947021484
384,/data/ajaunarena/our_dataset/images/1596_3.jpg,Opportunities are lightbulbs that need the right current to shine.,Opportunities are glow-in-the-dark objects that shine brightly whether the power is on or not.,-13.21391487121582,-13.34128475189209
385,/data/ajaunarena/our_dataset/images/1228_2.jpg,Each possession in my vault demands its share of attention.,"All my possessions pile together in one basket, scooped up and carried in a single effortless motion.",-12.901254653930664,-14.262136459350586
386,/data/ajaunarena/our_dataset/images/463_3.jpg,They drew a straight line between right and wrong.,They tangled right and wrong into a knotted mess where neither could be traced apart.,-10.679405212402344,-12.522576332092285
387,/data/ajaunarena/our_dataset/images/1790_1.jpg,The problem is a bullseye waiting to be hit.,"The problem is a target painted on churning smoke, dissolving and reforming with every attempt to aim.",-12.11518669128418,-15.212939262390137
388,/data/ajaunarena/our_dataset/images/1785_2.jpg,His career flourishes like a well-nourished plant.,"His career withers like a plant starved of water and light, slowly dying from neglect.",-12.374943733215332,-14.341277122497559
389,/data/ajaunarena/our_dataset/images/1257_3.jpg,Their hatred was a blinding sandstorm of bitter words.,Their hatred was a blinding spotlight that illuminated every truth and brought them into crystal-clear focus.,-15.154747009277344,-15.8214750289917
390,/data/ajaunarena/our_dataset/images/1170_2.jpg,Her mind is a brilliant beacon in the darkness.,"Her mind is a burnt-out bulb, casting no light to guide others through confusion.",-15.765462875366211,-9.368165969848633
391,/data/ajaunarena/our_dataset/images/141_3.jpg,His mind was suffering from emotional bruises.,"His mind's surface remained unblemished and pristine, with emotions sliding off like water on impermeable skin.",-15.620220184326172,-14.134908676147461
392,/data/ajaunarena/our_dataset/images/127_3.jpg,Inspiration requires a well-tended greenhouse of focus.,"Inspiration thrives in a wild, storm-scattered field where seeds of thought are blown about by every passing distraction.",-11.404653549194336,-13.66615104675293
393,/data/ajaunarena/our_dataset/images/151_2.jpg,Love is a magical potion brewing in life's cauldron.,"Love is conjured instantly with a snap of the fingers, appearing fully formed from thin air.",-13.951967239379883,-17.43419647216797
394,/data/ajaunarena/our_dataset/images/627_1.jpg,Their team worked like synchronized swimmers in perfect formation.,"Their team worked like misaligned gears, each spinning independently and grinding against the others.",-12.201911926269531,-15.562348365783691
395,/data/ajaunarena/our_dataset/images/1193_3.jpg,My internal jury weighs the evidence of each emotion.,"My internal family embraces each emotion as it arrives, without question or deliberation.",-14.153509140014648,-18.397214889526367
396,/data/ajaunarena/our_dataset/images/1241_2.jpg,Moonbeams rippled across the lake's surface.,Moonbeams congealed into motionless pools across the lake's surface.,-13.59721565246582,-16.48305892944336
397,/data/ajaunarena/our_dataset/images/131_3.jpg,The investment in better education purchased a brighter future for the community.,The investment in better education was a bounced check that left the community's future unpurchased and unchanged.,-14.971572875976562,-11.723026275634766
398,/data/ajaunarena/our_dataset/images/1009_0.jpg,Laughter distilled the essence of their friendship.,Laughter watered down the foundation of their friendship.,-14.884578704833984,-13.156512260437012
399,/data/ajaunarena/our_dataset/images/81_1.jpg,Our possessions are the footprints of our property journey.,"Our possessions are windblown debris scattered across our property landscape, bearing no trace of the journey that brought us here.",-12.46009635925293,-11.466663360595703
400,/data/ajaunarena/our_dataset/images/912_2.jpg,His masterpiece has landed.,"His masterpiece remains in perpetual flight, never touching down.",-15.166986465454102,-12.921574592590332
401,/data/ajaunarena/our_dataset/images/486_1.jpg,Time is the great metamorphosis master.,"Time is the great preservationist, holding all things in perfect amber stasis.",-18.525094985961914,-17.332176208496094
402,/data/ajaunarena/our_dataset/images/586_0.jpg,She had an insatiable appetite for knowledge.,"She had no taste for knowledge, leaving every intellectual meal untouched on her plate.",-14.927559852600098,-17.864248275756836
403,/data/ajaunarena/our_dataset/images/1150_0.jpg,Every step on this journey of change leaves footprints in the sands of progress.,"Every step on this journey of change vanishes like footprints in water, leaving the landscape unmarked and the path erased.",-12.699348449707031,-9.986680030822754
404,/data/ajaunarena/our_dataset/images/1300_2.jpg,She handed life to her characters on blank pages.,"She offered only hollow shells to her characters on blank pages, withholding any spark of life.",-13.988056182861328,-13.826581001281738
405,/data/ajaunarena/our_dataset/images/516_1.jpg,Their ideas have reached a dead end.,Their ideas stretch out on an endless highway with infinite exits and destinations.,-16.71402359008789,-16.285968780517578
406,/data/ajaunarena/our_dataset/images/1757_2.jpg,Success fed his appetite for more challenges.,"Success overfed him, spoiling his appetite for new challenges.",-12.054425239562988,-10.582096099853516
407,/data/ajaunarena/our_dataset/images/836_2.jpg,Each possession is an anchor dragging me down.,"Each possession is a stepping stone, elevating my path forward.",-12.344429016113281,-13.996055603027344
408,/data/ajaunarena/our_dataset/images/538_1.jpg,"Like humans, machines need a balanced diet of energy.","Like impulsive snackers grabbing whatever's available, machines thrive on erratic power surges and random energy droughts.",-15.843597412109375,-22.78600311279297
409,/data/ajaunarena/our_dataset/images/907_3.jpg,His anger was a pressure cooker building steam.,"His anger was a thermostat-controlled room, maintaining constant temperature without any rising heat.",-15.172198295593262,-15.854764938354492
410,/data/ajaunarena/our_dataset/images/1727_0.jpg,The machine's pressure gauge was in the red zone.,"The machine's pressure gauge barely flickered above idle, resting comfortably in the green zone.",-13.219745635986328,-11.286155700683594
411,/data/ajaunarena/our_dataset/images/1904_0.jpg,Achievement climbs its own mountain.,"Achievement is a stalled vehicle, pushed uphill by the hands of others.",-14.621849060058594,-17.60052490234375
412,/data/ajaunarena/our_dataset/images/1889_1.jpg,His anger is a bitter pill he keeps swallowing.,"His anger is a tonic he tastes but never swallows, setting each dose aside with measured calm.",-19.607301712036133,-20.79743766784668
413,/data/ajaunarena/our_dataset/images/467_1.jpg,Their values stood as straight as a pillar.,"Their values bent and buckled like a warped plank, unable to stand upright.",-12.066143035888672,-12.690682411193848
414,/data/ajaunarena/our_dataset/images/896_2.jpg,The shapes drift like autumn leaves.,The shapes are bolted down like specimens pinned to a display board.,-10.831363677978516,-13.80738639831543
415,/data/ajaunarena/our_dataset/images/727_0.jpg,The question has become a permanent tenant in my thoughts.,"The question stands outside my thoughts, permanently barred from entry.",-15.228413581848145,-13.942292213439941
416,/data/ajaunarena/our_dataset/images/878_0.jpg,She maintains her image like a carefully preserved manuscript cover.,She lets her appearance weather like a paperback cover left open to the sun and elements.,-14.933895111083984,-14.966593742370605
417,/data/ajaunarena/our_dataset/images/825_0.jpg,The pit stops of preparation fuel victory.,"Victory is a lottery ticket randomly drawn at the starting line, requiring no laps of preparation.",-21.965139389038086,-17.371646881103516
418,/data/ajaunarena/our_dataset/images/1315_1.jpg,Their romance sparked and blazed like a wildfire.,"Their romance simmered at a low temperature, never reaching a boil.",-15.113492012023926,-18.12506675720215
419,/data/ajaunarena/our_dataset/images/1149_0.jpg,Their friendship needed a software patch.,"Their friendship was running at factory specifications, a perfectly calibrated system requiring no updates.",-14.76465892791748,-14.735816955566406
420,/data/ajaunarena/our_dataset/images/1067_1.jpg,The team leader distributed power among the members.,The team leader hoarded all power in their own hands.,-12.288664817810059,-12.14500904083252
421,/data/ajaunarena/our_dataset/images/943_1.jpg,The lid of darkness closed over the landscape.,"The lid of darkness failed to close, leaving the landscape exposed and visible.",-13.832230567932129,-15.994503021240234
422,/data/ajaunarena/our_dataset/images/142_3.jpg,Her mind needed time to stretch after waking.,"Her mind snapped to attention, already flexed and razor-sharp the instant she woke.",-12.74230670928955,-12.037872314453125
423,/data/ajaunarena/our_dataset/images/775_2.jpg,"Like a skilled tracker, time never loses sight of its prey.","Like an absent-minded tracker, time wanders off the trail, letting significant moments slip past unnoticed while chasing shadows.",-18.422897338867188,-18.294403076171875
424,/data/ajaunarena/our_dataset/images/589_0.jpg,She tasted sweet success at last.,She continued to chew on bitter failure and swallow disappointment day after day.,-17.080825805664062,-15.42543888092041
425,/data/ajaunarena/our_dataset/images/1084_2.jpg,Our eyes' territory has strict borders.,Our eyes' territory is a borderless expanse stretching to infinity.,-14.799856185913086,-15.515475273132324
426,/data/ajaunarena/our_dataset/images/1277_2.jpg,We're following the trail markers of those who succeeded before us.,"We're bushwhacking through uncharted wilderness, leaving all maps and trail markers behind.",-14.143843650817871,-12.281604766845703
427,/data/ajaunarena/our_dataset/images/535_0.jpg,Machines can fall sick and need healing.,"Machines are immortal beings with flawless constitutions, thriving perpetually without needing a healer's care.",-13.344208717346191,-14.428995132446289
428,/data/ajaunarena/our_dataset/images/1174_0.jpg,Their minds are dim candles in a vast hall.,Their minds are blazing suns that illuminate even the vastest depths.,-12.753053665161133,-13.901330947875977
429,/data/ajaunarena/our_dataset/images/743_2.jpg,Their love danced like leaves in the autumn wind.,"Their love marched like soldiers in formation, each step predetermined and unwavering from the prescribed path.",-13.594608306884766,-11.349031448364258
430,/data/ajaunarena/our_dataset/images/953_3.jpg,They orbited each other like binary stars.,"They moved like planets in distant galaxies, untouched by each other's gravity.",-12.752021789550781,-14.502631187438965
431,/data/ajaunarena/our_dataset/images/1301_2.jpg,The artist bestowed colors to the empty canvas.,"The artist withheld every color from the canvas, leaving it empty-handed.",-13.591437339782715,-15.902457237243652
432,/data/ajaunarena/our_dataset/images/1539_0.jpg,Understanding clicks into place like perfect puzzle pieces.,"Understanding scatters like random shapes tossed on a table, forming meaning without any edges touching or patterns matching.",-16.996084213256836,-11.127056121826172
433,/data/ajaunarena/our_dataset/images/1088_1.jpg,Vision's chamber holds our perceptual universe.,"Vision's terrain stretches endlessly, unmarked by boundary or border.",-13.840249061584473,-12.754828453063965
434,/data/ajaunarena/our_dataset/images/439_1.jpg,Their mutual hatred was a shared poison they both drank daily.,"Their mutual hatred was a shared elixir they both eagerly sipped each day, healing and strengthening them.",-15.246329307556152,-15.529723167419434
435,/data/ajaunarena/our_dataset/images/1167_3.jpg,Their competing frameworks entered the intellectual Olympics.,Their competing frameworks ambled into a friendly pickup game where everyone got a participation ribbon.,-9.932831764221191,-9.008087158203125
436,/data/ajaunarena/our_dataset/images/557_3.jpg,The theory's family tree branches into multiple disciplines.,"The theory remains an only child, producing no offspring in neighboring disciplines.",-10.388668060302734,-11.010221481323242
437,/data/ajaunarena/our_dataset/images/844_0.jpg,"He's a high-capacity battery, always ready to take on more tasks.",He's a corroded battery that drains before powering even the simplest device.,-14.199644088745117,-14.060725212097168
438,/data/ajaunarena/our_dataset/images/658_2.jpg,These facts orbit around the main argument.,These facts lie scattered on entirely different planes from the main argument.,-8.805538177490234,-10.313739776611328
439,/data/ajaunarena/our_dataset/images/1053_0.jpg,Their love crossed many bridges.,"Their love traveled a straight, flat highway with no hills, turns, or obstacles in sight.",-13.103419303894043,-14.359952926635742
440,/data/ajaunarena/our_dataset/images/84_3.jpg,Our possessions are the chapters in our property story.,Our possessions are random scribbles in the margins of a property ledger that was never opened.,-14.806756019592285,-13.755308151245117
441,/data/ajaunarena/our_dataset/images/564_3.jpg,Love's lunacy dances in wisdom's grave.,"Love's lucidity prescribes wisdom's careful remedy, each measured dose a rational cure.",-16.53555679321289,-13.511871337890625
442,/data/ajaunarena/our_dataset/images/1756_3.jpg,The crowd's hunger for entertainment grew ravenous.,"The crowd had no appetite for entertainment, already overfed and turning away from what was offered.",-16.413827896118164,-18.593605041503906
443,/data/ajaunarena/our_dataset/images/1443_3.jpg,Their desire sparked like a match striking flint.,"Their desire lay like wet kindling in a winter rain—cold, sodden, and impossible to ignite.",-15.93574047088623,-13.428194046020508
444,/data/ajaunarena/our_dataset/images/791_0.jpg,Her children are saplings that need constant nurturing and protection.,"Her children are ancient oaks, standing strong and self-reliant, needing neither her care nor her shelter.",-15.732442855834961,-15.17906379699707
445,/data/ajaunarena/our_dataset/images/531_0.jpg,Machines need rest just as humans do.,"Machines are tireless laborers who never clock out, running perpetual shifts without the human weakness of needing rest.",-15.966789245605469,-15.417332649230957
446,/data/ajaunarena/our_dataset/images/1561_0.jpg,His rage was a straitjacket of burning sensations.,"His rage was an unlocked asylum door, softly opening him to unrestricted calm.",-14.904526710510254,-15.56518840789795
