,image,entailment metaphor,contradiction metaphor,score_entailment,score_contradiction
299,/data/ajaunarena/our_dataset/images/1190_3.jpg,The committee members in my mind debate each decision.,A solitary monarch in my mind issues each decision without counsel.,-20.16634750366211,-20.502960205078125
300,/data/ajaunarena/our_dataset/images/1888_0.jpg,She's hooked on the high of constant productivity.,"She sips at productivity in measured doses, knowing when to push away from the table.",-19.03310203552246,-20.92234230041504
301,/data/ajaunarena/our_dataset/images/1770_3.jpg,"Her personality is pure steel, unyielding and strong.","Her personality is warm wax, soft and taking the shape of whatever molds it.",-10.77264404296875,-17.1560001373291
302,/data/ajaunarena/our_dataset/images/594_3.jpg,Causal roots nourish the tree of logical reasoning.,"Logical reasoning blooms suspended in midair, its causal roots severed and left to wither below.",-20.17554473876953,-19.743179321289062
303,/data/ajaunarena/our_dataset/images/1639_0.jpg,The meeting spiraled into chaos.,The meeting sailed smoothly along its planned trajectory into perfect alignment.,-17.30712127685547,-17.887134552001953
304,/data/ajaunarena/our_dataset/images/830_2.jpg,These possessions are chains that bind me.,These obligations are wings that lift me into boundless skies.,-16.140079498291016,-14.816863059997559
305,/data/ajaunarena/our_dataset/images/744_2.jpg,Anger accelerated through him like a rocket launch.,"Anger crept through him at a glacial pace, barely rising above level ground.",-16.901386260986328,-18.30207061767578
306,/data/ajaunarena/our_dataset/images/1476_0.jpg,Her leadership navigated the team through the crisis.,Her leadership drifted as a passive passenger while the team steered themselves through the crisis.,-27.924226760864258,-25.918148040771484
307,/data/ajaunarena/our_dataset/images/505_2.jpg,The solution lies beneath these turbulent waters.,"The solution rests on the surface of these crystal-clear, shallow waters.",-18.52243995666504,-26.243122100830078
308,/data/ajaunarena/our_dataset/images/24_0.jpg,The body mobilizes its forces to fight off the viral invasion.,The body stands down its defenses and leaves the gates wide open for viral occupation.,-23.758285522460938,-21.259986877441406
309,/data/ajaunarena/our_dataset/images/1249_1.jpg,Candlelight swirled through the room like a gentle current.,The candlelight hung frozen in the room like ice suspended in glass.,-21.28622055053711,-17.164287567138672
310,/data/ajaunarena/our_dataset/images/884_3.jpg,His emotional stability is a masterful balancing act.,His emotional stability is a house of cards toppling at the slightest breeze.,-23.00298500061035,-18.46048355102539
311,/data/ajaunarena/our_dataset/images/1010_3.jpg,His grip on the business empire is unshakeable.,His grasp on the business empire slips through his fingers like sand.,-17.836505889892578,-17.482410430908203
312,/data/ajaunarena/our_dataset/images/377_2.jpg,A rainbow of opportunities emerges after the economic storm.,"As the economic skies clear, opportunities evaporate like morning mist under the harsh sun.",-14.27398681640625,-17.320661544799805
313,/data/ajaunarena/our_dataset/images/1807_2.jpg,Time is an eroding coastline.,"Time is a delta, constantly depositing new layers that expand its reach and strengthen its foundation.",-18.501340866088867,-19.692405700683594
314,/data/ajaunarena/our_dataset/images/587_2.jpg,They chewed through the competition.,"They choked on the competition, unable to swallow even a taste of victory.",-20.634418487548828,-20.96478271484375
315,/data/ajaunarena/our_dataset/images/1066_2.jpg,They exchanged authority over the department.,"Each clutched their authority in separate hands, never releasing it to the other.",-20.517175674438477,-14.800143241882324
316,/data/ajaunarena/our_dataset/images/806_2.jpg,That hedge fund is a golden purse with holes in its lining.,That hedge fund is a crystal vault with seamless walls and a perfect seal.,-16.928800582885742,-15.704117774963379
317,/data/ajaunarena/our_dataset/images/451_1.jpg,Love is a dance of yin and yang.,"Love is a clash of twin yang forces, each battling to eclipse the other.",-15.488992691040039,-14.782842636108398
318,/data/ajaunarena/our_dataset/images/861_3.jpg,His anger was a volcanic wasteland.,His anger was a tranquil garden with carefully tended pathways.,-18.496753692626953,-17.81459617614746
319,/data/ajaunarena/our_dataset/images/519_1.jpg,The company is navigating through troubled waters.,The company is sailing on glass-smooth seas with clear skies ahead.,-12.795625686645508,-14.339518547058105
320,/data/ajaunarena/our_dataset/images/374_1.jpg,The economic forecast shows sunny skies ahead.,The economic forecast shows storm clouds gathering on the horizon.,-17.981632232666016,-19.56562614440918
321,/data/ajaunarena/our_dataset/images/45_3.jpg,The weight of drinks stacked up like bricks on his consciousness.,"Each drink lifted burdens from his mind like weights being peeled away, sharpening his consciousness to a keen edge.",-19.7692813873291,-20.410961151123047
322,/data/ajaunarena/our_dataset/images/95_2.jpg,Their words were landmines scattered throughout the conversation.,Their words were signal flares illuminating safe passage through the conversation.,-16.447568893432617,-16.184389114379883
323,/data/ajaunarena/our_dataset/images/174_3.jpg,He's dancing on thin ice.,He's standing on solid bedrock.,-15.958632469177246,-18.135210037231445
324,/data/ajaunarena/our_dataset/images/1640_1.jpg,Their relationship is a well-tuned symphony.,Their relationship is a cacophony of instruments perpetually out of tune and playing against each other.,-15.14676284790039,-17.246353149414062
325,/data/ajaunarena/our_dataset/images/918_2.jpg,The artwork has reached its final destination.,The artwork remains stranded halfway to its destination.,-19.58902931213379,-19.516887664794922
326,/data/ajaunarena/our_dataset/images/941_0.jpg,Darkness wore its velvet cover like a cloak.,"Darkness draped itself in a moth-eaten blanket, its threadbare patches letting slivers of light pierce through everywhere.",-14.227423667907715,-15.043807983398438
327,/data/ajaunarena/our_dataset/images/543_2.jpg,Rivals are scavengers scrambling for the remaining crumbs.,"Rivals are diners leisurely selecting from a bountiful feast, each plate overflowing with prime offerings.",-23.367931365966797,-23.896841049194336
328,/data/ajaunarena/our_dataset/images/404_0.jpg,Her inner light illuminates her musical talents.,Her inner shadows smother her musical talents.,-15.167362213134766,-15.46770191192627
329,/data/ajaunarena/our_dataset/images/1212_2.jpg,"Theories, like people's beliefs, can grow and mature over time.","Theories are fossilized convictions, preserved unchanged like ancient dogma carved in stone.",-14.58956241607666,-15.215116500854492
330,/data/ajaunarena/our_dataset/images/1612_2.jpg,We need to quarantine these toxic ideas before they spread further.,"We should let these ideas circulate freely through the population, exposing everyone without any protective barriers or immunity against infection.",-18.11385154724121,-18.390573501586914
331,/data/ajaunarena/our_dataset/images/1678_2.jpg,Their reputation sparkled like polished diamond.,"Their reputation was stained like white linen splattered with indelible ink, each scandal a permanent blot on what might once have been pristine.",-16.156980514526367,-15.598007202148438
332,/data/ajaunarena/our_dataset/images/301_1.jpg,She invested her morning hours wisely.,She squandered her morning hours like loose change thrown into a storm drain.,-15.02394962310791,-15.979972839355469
333,/data/ajaunarena/our_dataset/images/163_2.jpg,His eyes stretched across the vast horizon.,"His eyes could barely graze a narrow sliver of the horizon, like stumps unable to reach beyond their shortened grasp.",-16.32547378540039,-13.562106132507324
334,/data/ajaunarena/our_dataset/images/1310_2.jpg,Her anger was a raging inferno that consumed everything in its path.,"Her anger was a barely flickering candle in a windless room, casting no warmth beyond her own cold fingertips.",-18.14333724975586,-14.796116828918457
335,/data/ajaunarena/our_dataset/images/79_3.jpg,The bridge of causality spans between action and reaction.,"Action and reaction are broken chain ends, severed and drifting apart with no links to join them.",-15.78746509552002,-18.921466827392578
336,/data/ajaunarena/our_dataset/images/93_1.jpg,His words were a shield against criticism.,"His words were like discarded armor, leaving him exposed and defenseless against every blow.",-10.115372657775879,-11.721699714660645
337,/data/ajaunarena/our_dataset/images/1423_1.jpg,The economy plummeted into a bottomless pit.,"The economy soared to dizzying heights, reaching peaks never before scaled.",-21.355680465698242,-17.33903694152832
338,/data/ajaunarena/our_dataset/images/1598_2.jpg,Opportunities are seeds requiring fertile soil and care.,"Opportunities are self-operating machines that run flawlessly without setup, fuel, or maintenance.",-19.10749626159668,-15.403522491455078
339,/data/ajaunarena/our_dataset/images/532_1.jpg,"Like children, machines must be taught how to behave.","Like prodigies born with innate genius, machines arrive with instinctive knowledge of their purpose, requiring no instruction or guidance.",-16.130399703979492,-13.550213813781738
340,/data/ajaunarena/our_dataset/images/995_0.jpg,The judge within me sentences my heart to solitary confinement.,The advocate within me throws open the gates and lets my heart dance freely in the town square.,-20.478546142578125,-22.698745727539062
341,/data/ajaunarena/our_dataset/images/1082_3.jpg,Vision's container holds our visual world captive.,"Vision spills endlessly beyond all borders, an unbounded territory that refuses every wall.",-19.661312103271484,-17.829986572265625
342,/data/ajaunarena/our_dataset/images/1937_3.jpg,He's my most guarded treasure in life's safe.,"He's just loose change I leave scattered on the counter, unguarded and easily lost.",-17.45315933227539,-21.318387985229492
343,/data/ajaunarena/our_dataset/images/989_3.jpg,Their love was a perpetual flame that never cooled.,"Their love was a struck match, bright for a moment before the cold extinguished it.",-18.998140335083008,-12.909379959106445
344,/data/ajaunarena/our_dataset/images/1407_3.jpg,Events sprint forward like Olympic runners.,"Events collapse at the starting line, too exhausted to take a single step toward any finish.",-7.955689430236816,-13.510116577148438
345,/data/ajaunarena/our_dataset/images/1454_3.jpg,His ideologies were hand-me-down clothes that never quite fit.,"His ideologies were bespoke garments, tailored precisely to the contours of his character.",-16.45940399169922,-13.612787246704102
346,/data/ajaunarena/our_dataset/images/1021_1.jpg,Squares are boxes of perfect symmetry.,Squares are crumpled bags of chaotic proportions.,-17.947532653808594,-16.554716110229492
347,/data/ajaunarena/our_dataset/images/891_3.jpg,The building's facade flows like a river.,"The building's facade stutters and jolts like a machine grinding through gears, each surface breaking sharply from the last.",-19.154552459716797,-19.611522674560547
348,/data/ajaunarena/our_dataset/images/1161_1.jpg,Their opposing theories raced neck-and-neck toward the finish line of academic consensus.,"One theory lapped the other repeatedly on the track toward academic consensus, leaving no doubt about the victor.",-12.969018936157227,-13.29082202911377
349,/data/ajaunarena/our_dataset/images/368_0.jpg,He's a lone wolf howling at every moon.,"He's a hawk circling high, diving only for the choicest prey.",-16.478958129882812,-16.672889709472656
350,/data/ajaunarena/our_dataset/images/1511_1.jpg,Each state is a room in America's house.,"Each state is an island adrift in its own ocean, untethered to any continent.",-9.385282516479492,-10.193066596984863
351,/data/ajaunarena/our_dataset/images/1693_0.jpg,"The researchers are architects, designing theoretical skyscrapers.","The researchers are tossing out loose bricks, creating scattered piles of theoretical rubble.",-18.93468475341797,-17.2828311920166
352,/data/ajaunarena/our_dataset/images/62_2.jpg,The project schedule is drifting aimlessly.,"The project schedule is locked on rails, speeding toward its destination with unwavering precision.",-15.806899070739746,-15.265497207641602
353,/data/ajaunarena/our_dataset/images/1390_3.jpg,"Like children learning to walk, ideas take their first wobbly steps into existence.","Like prodigious children born already walking with perfect balance, ideas spring into the world fully formed and flawless.",-19.503398895263672,-19.338661193847656
354,/data/ajaunarena/our_dataset/images/292_0.jpg,Window shopping through life's opportunities reveals endless possibilities.,Life's opportunities are a flash sale at closing time—grab what's in reach before the doors lock.,-20.88368797302246,-16.783977508544922
355,/data/ajaunarena/our_dataset/images/106_2.jpg,Stars connect their light in celestial dotted lines.,"Stars scatter their light in broken, unconnected strokes across the void, forming no discernible line.",-21.85257911682129,-18.637454986572266
356,/data/ajaunarena/our_dataset/images/214_1.jpg,We're dismantling this problem brick by brick.,We're attacking this problem as one impenetrable monolith.,-13.446486473083496,-13.2803316116333
357,/data/ajaunarena/our_dataset/images/128_3.jpg,Creative success blooms from the compost of failure.,"Creative masterpieces spring from pristine seeds in sterile soil, never touched by the rot of failed attempts.",-15.449409484863281,-14.790998458862305
358,/data/ajaunarena/our_dataset/images/1331_0.jpg,"Like sorting puzzle pieces, researchers must organize their data methodically.","Like dumping puzzle pieces from multiple boxes into one chaotic pile, researchers can toss their data together haphazardly without bothering to sort or examine what connects.",-19.984663009643555,-16.159868240356445
359,/data/ajaunarena/our_dataset/images/427_3.jpg,Their democracy is an octagon with missing sides.,"Their democracy is a perfect circle, seamless and whole in every dimension.",-14.302295684814453,-18.53534507751465
360,/data/ajaunarena/our_dataset/images/155_0.jpg,Love is an enchanted garden that grows with care.,Love is a cursed garden that withers under every tender touch.,-13.94848346710205,-15.527835845947266
361,/data/ajaunarena/our_dataset/images/1011_1.jpg,She cradles her memories like precious jewels.,"She tosses her memories aside like trash into a bin, forgotten scraps not worth keeping.",-16.329431533813477,-12.716092109680176
362,/data/ajaunarena/our_dataset/images/369_0.jpg,She's a magpie chasing after every shiny thing.,"She's a discerning cat, weighing each suitor's character rather than pouncing at every flashy coat.",-15.896709442138672,-9.277828216552734
363,/data/ajaunarena/our_dataset/images/1128_2.jpg,Life's struggles are like overpacked suitcases that need careful unpacking.,Life's difficulties are just containers to be upended and dumped out in one careless motion.,-14.357002258300781,-12.835365295410156
364,/data/ajaunarena/our_dataset/images/412_2.jpg,Her ideas are always perfectly tailored to the occasion.,Her ideas are off-the-rack misfits that clash with every occasion.,-20.894315719604492,-20.36600685119629
365,/data/ajaunarena/our_dataset/images/1000_1.jpg,Laughter is an intoxicating elixir that flows through the room.,"Laughter is a heavy sediment that settles over the room, weighing down the spirits of everyone present.",-17.060834884643555,-17.287105560302734
366,/data/ajaunarena/our_dataset/images/192_2.jpg,Her movements were carefully inventoried treasures.,Her movements were loose change spilling carelessly from an open pocket.,-12.707905769348145,-16.329090118408203
367,/data/ajaunarena/our_dataset/images/1399_2.jpg,"Ideas need healthy environments to grow, just as children need nurturing homes.","Ideas are feral children who thrive equally in palaces or gutters, needing no parent's hand to flourish.",-14.762909889221191,-17.965593338012695
368,/data/ajaunarena/our_dataset/images/195_3.jpg,His gestures were stored in a locked cabinet.,"His gestures spilled freely from an unlocked chest, displayed without reservation.",-14.14931583404541,-16.06732177734375
369,/data/ajaunarena/our_dataset/images/170_1.jpg,She's standing in the line of fire.,She's tucked safely behind the bunker walls.,-19.330570220947266,-19.752988815307617
370,/data/ajaunarena/our_dataset/images/1793_2.jpg,Multiple targets overlap in this problem's shooting gallery.,A single bullseye hangs alone in this problem's empty range.,-18.132675170898438,-16.484819412231445
371,/data/ajaunarena/our_dataset/images/841_1.jpg,"His energy levels are running low, time to recharge.","He runs on a perpetual charge, a self-sustaining battery that never drains or needs plugging in.",-18.709209442138672,-16.751554489135742
372,/data/ajaunarena/our_dataset/images/118_0.jpg,The darkness crystallized into an obsidian dome.,"The darkness crumbled into scattered fragments, leaving gaps that exposed everything beneath.",-18.19193458557129,-18.953516006469727
373,/data/ajaunarena/our_dataset/images/1587_2.jpg,Our sight is a jar storing visual memories.,"Our sight is a sieve through which visual impressions drain instantly, leaving nothing behind.",-16.58818817138672,-16.759193420410156
374,/data/ajaunarena/our_dataset/images/702_1.jpg,She inventoried her beliefs like items in a storage room.,"She hoarded her beliefs like junk piled randomly in an overstuffed attic, never sorting through what she'd accumulated.",-12.341775894165039,-14.39503002166748
375,/data/ajaunarena/our_dataset/images/1644_2.jpg,Their partnership orchestrates perfect harmony.,"Their partnership plays in clashing keys, each measure sabotaging the other's melody.",-16.961782455444336,-18.764249801635742
376,/data/ajaunarena/our_dataset/images/1705_1.jpg,Social media is society's nervous system.,"Social media is society's scar tissue, walling off communities from one another.",-18.296621322631836,-18.505847930908203
377,/data/ajaunarena/our_dataset/images/1242_1.jpg,The sunset melted into the horizon.,"The sunset sheared off at the horizon line, severed like a stream cut by a blade.",-25.478199005126953,-22.807476043701172
378,/data/ajaunarena/our_dataset/images/436_2.jpg,Her self-doubt was a poisoned dagger she carried everywhere.,"Her self-confidence was a blessed armor she wore everywhere, fortifying her against every challenge.",-15.699749946594238,-14.316859245300293
379,/data/ajaunarena/our_dataset/images/1103_0.jpg,The curtain rises on each new creation.,"Each creation remains shrouded behind a curtain that never rises, hidden in perpetual darkness.",-20.788249969482422,-20.11092758178711
380,/data/ajaunarena/our_dataset/images/1227_0.jpg,My collection of belongings requires constant inventory checks.,"My possessions sit forgotten in an unopened storage unit, gathering dust without a single inventory check.",-15.764406204223633,-14.42894458770752
381,/data/ajaunarena/our_dataset/images/689_0.jpg,Comedy was the rehabilitation therapy for their troubled minds.,Comedy was the repeated trauma that reopened psychological wounds and left their minds more damaged than before.,-20.175085067749023,-18.29827880859375
382,/data/ajaunarena/our_dataset/images/124_0.jpg,Innovation is harvested from well-nurtured experience.,"Innovation sprouts wild in untilled soil, untouched by the hands of experience.",-18.364267349243164,-18.50719451904297
383,/data/ajaunarena/our_dataset/images/677_3.jpg,Time's train carries passengers from cause to effect.,"Time tosses causes and effects like dice across a table, landing in random sequence without order.",-18.431241989135742,-18.004934310913086
384,/data/ajaunarena/our_dataset/images/1596_3.jpg,Opportunities are lightbulbs that need the right current to shine.,Opportunities are glow-in-the-dark objects that shine brightly whether the power is on or not.,-17.44468116760254,-17.982805252075195
385,/data/ajaunarena/our_dataset/images/1228_2.jpg,Each possession in my vault demands its share of attention.,"All my possessions pile together in one basket, scooped up and carried in a single effortless motion.",-17.43242645263672,-17.44001007080078
386,/data/ajaunarena/our_dataset/images/463_3.jpg,They drew a straight line between right and wrong.,They tangled right and wrong into a knotted mess where neither could be traced apart.,-13.113934516906738,-13.591143608093262
387,/data/ajaunarena/our_dataset/images/1790_1.jpg,The problem is a bullseye waiting to be hit.,"The problem is a target painted on churning smoke, dissolving and reforming with every attempt to aim.",-19.028427124023438,-15.051488876342773
388,/data/ajaunarena/our_dataset/images/1785_2.jpg,His career flourishes like a well-nourished plant.,"His career withers like a plant starved of water and light, slowly dying from neglect.",-16.49410629272461,-13.080927848815918
389,/data/ajaunarena/our_dataset/images/1257_3.jpg,Their hatred was a blinding sandstorm of bitter words.,Their hatred was a blinding spotlight that illuminated every truth and brought them into crystal-clear focus.,-16.209726333618164,-13.963682174682617
390,/data/ajaunarena/our_dataset/images/1170_2.jpg,Her mind is a brilliant beacon in the darkness.,"Her mind is a burnt-out bulb, casting no light to guide others through confusion.",-17.370969772338867,-18.060789108276367
391,/data/ajaunarena/our_dataset/images/141_3.jpg,His mind was suffering from emotional bruises.,"His mind's surface remained unblemished and pristine, with emotions sliding off like water on impermeable skin.",-24.800445556640625,-21.055118560791016
392,/data/ajaunarena/our_dataset/images/127_3.jpg,Inspiration requires a well-tended greenhouse of focus.,"Inspiration thrives in a wild, storm-scattered field where seeds of thought are blown about by every passing distraction.",-16.7264347076416,-23.946880340576172
393,/data/ajaunarena/our_dataset/images/151_2.jpg,Love is a magical potion brewing in life's cauldron.,"Love is conjured instantly with a snap of the fingers, appearing fully formed from thin air.",-16.6552734375,-19.708030700683594
394,/data/ajaunarena/our_dataset/images/627_1.jpg,Their team worked like synchronized swimmers in perfect formation.,"Their team worked like misaligned gears, each spinning independently and grinding against the others.",-18.911571502685547,-19.304508209228516
395,/data/ajaunarena/our_dataset/images/1193_3.jpg,My internal jury weighs the evidence of each emotion.,"My internal family embraces each emotion as it arrives, without question or deliberation.",-16.611928939819336,-20.098712921142578
396,/data/ajaunarena/our_dataset/images/1241_2.jpg,Moonbeams rippled across the lake's surface.,Moonbeams congealed into motionless pools across the lake's surface.,-17.8219051361084,-18.979402542114258
397,/data/ajaunarena/our_dataset/images/131_3.jpg,The investment in better education purchased a brighter future for the community.,The investment in better education was a bounced check that left the community's future unpurchased and unchanged.,-18.208248138427734,-13.560481071472168
398,/data/ajaunarena/our_dataset/images/1009_0.jpg,Laughter distilled the essence of their friendship.,Laughter watered down the foundation of their friendship.,-23.426433563232422,-21.63607406616211
399,/data/ajaunarena/our_dataset/images/81_1.jpg,Our possessions are the footprints of our property journey.,"Our possessions are windblown debris scattered across our property landscape, bearing no trace of the journey that brought us here.",-11.22049331665039,-14.866081237792969
400,/data/ajaunarena/our_dataset/images/912_2.jpg,His masterpiece has landed.,"His masterpiece remains in perpetual flight, never touching down.",-12.024300575256348,-17.97307586669922
401,/data/ajaunarena/our_dataset/images/486_1.jpg,Time is the great metamorphosis master.,"Time is the great preservationist, holding all things in perfect amber stasis.",-10.903013229370117,-12.05010986328125
402,/data/ajaunarena/our_dataset/images/586_0.jpg,She had an insatiable appetite for knowledge.,"She had no taste for knowledge, leaving every intellectual meal untouched on her plate.",-18.262901306152344,-19.20453453063965
403,/data/ajaunarena/our_dataset/images/1150_0.jpg,Every step on this journey of change leaves footprints in the sands of progress.,"Every step on this journey of change vanishes like footprints in water, leaving the landscape unmarked and the path erased.",-18.27742576599121,-14.925933837890625
404,/data/ajaunarena/our_dataset/images/1300_2.jpg,She handed life to her characters on blank pages.,"She offered only hollow shells to her characters on blank pages, withholding any spark of life.",-21.450340270996094,-16.872180938720703
405,/data/ajaunarena/our_dataset/images/516_1.jpg,Their ideas have reached a dead end.,Their ideas stretch out on an endless highway with infinite exits and destinations.,-12.01221752166748,-15.560506820678711
406,/data/ajaunarena/our_dataset/images/1757_2.jpg,Success fed his appetite for more challenges.,"Success overfed him, spoiling his appetite for new challenges.",-18.321529388427734,-20.16752815246582
407,/data/ajaunarena/our_dataset/images/836_2.jpg,Each possession is an anchor dragging me down.,"Each possession is a stepping stone, elevating my path forward.",-18.918352127075195,-18.374544143676758
408,/data/ajaunarena/our_dataset/images/538_1.jpg,"Like humans, machines need a balanced diet of energy.","Like impulsive snackers grabbing whatever's available, machines thrive on erratic power surges and random energy droughts.",-17.63698387145996,-15.00788402557373
409,/data/ajaunarena/our_dataset/images/907_3.jpg,His anger was a pressure cooker building steam.,"His anger was a thermostat-controlled room, maintaining constant temperature without any rising heat.",-20.67493438720703,-15.970760345458984
410,/data/ajaunarena/our_dataset/images/1727_0.jpg,The machine's pressure gauge was in the red zone.,"The machine's pressure gauge barely flickered above idle, resting comfortably in the green zone.",-20.837779998779297,-19.27825927734375
411,/data/ajaunarena/our_dataset/images/1904_0.jpg,Achievement climbs its own mountain.,"Achievement is a stalled vehicle, pushed uphill by the hands of others.",-13.587455749511719,-15.139253616333008
412,/data/ajaunarena/our_dataset/images/1889_1.jpg,His anger is a bitter pill he keeps swallowing.,"His anger is a tonic he tastes but never swallows, setting each dose aside with measured calm.",-18.960861206054688,-19.871355056762695
413,/data/ajaunarena/our_dataset/images/467_1.jpg,Their values stood as straight as a pillar.,"Their values bent and buckled like a warped plank, unable to stand upright.",-17.461849212646484,-16.902545928955078
414,/data/ajaunarena/our_dataset/images/896_2.jpg,The shapes drift like autumn leaves.,The shapes are bolted down like specimens pinned to a display board.,-15.633448600769043,-19.783966064453125
415,/data/ajaunarena/our_dataset/images/727_0.jpg,The question has become a permanent tenant in my thoughts.,"The question stands outside my thoughts, permanently barred from entry.",-17.852642059326172,-19.12359046936035
416,/data/ajaunarena/our_dataset/images/878_0.jpg,She maintains her image like a carefully preserved manuscript cover.,She lets her appearance weather like a paperback cover left open to the sun and elements.,-13.955289840698242,-18.76140022277832
417,/data/ajaunarena/our_dataset/images/825_0.jpg,The pit stops of preparation fuel victory.,"Victory is a lottery ticket randomly drawn at the starting line, requiring no laps of preparation.",-16.339279174804688,-17.310653686523438
418,/data/ajaunarena/our_dataset/images/1315_1.jpg,Their romance sparked and blazed like a wildfire.,"Their romance simmered at a low temperature, never reaching a boil.",-16.595539093017578,-16.205093383789062
419,/data/ajaunarena/our_dataset/images/1149_0.jpg,Their friendship needed a software patch.,"Their friendship was running at factory specifications, a perfectly calibrated system requiring no updates.",-16.195083618164062,-19.458181381225586
420,/data/ajaunarena/our_dataset/images/1067_1.jpg,The team leader distributed power among the members.,The team leader hoarded all power in their own hands.,-13.462409019470215,-17.06528663635254
421,/data/ajaunarena/our_dataset/images/943_1.jpg,The lid of darkness closed over the landscape.,"The lid of darkness failed to close, leaving the landscape exposed and visible.",-21.75754737854004,-20.868247985839844
422,/data/ajaunarena/our_dataset/images/142_3.jpg,Her mind needed time to stretch after waking.,"Her mind snapped to attention, already flexed and razor-sharp the instant she woke.",-18.59078598022461,-15.308350563049316
423,/data/ajaunarena/our_dataset/images/775_2.jpg,"Like a skilled tracker, time never loses sight of its prey.","Like an absent-minded tracker, time wanders off the trail, letting significant moments slip past unnoticed while chasing shadows.",-19.798017501831055,-21.339080810546875
424,/data/ajaunarena/our_dataset/images/589_0.jpg,She tasted sweet success at last.,She continued to chew on bitter failure and swallow disappointment day after day.,-19.22477149963379,-19.549354553222656
425,/data/ajaunarena/our_dataset/images/1084_2.jpg,Our eyes' territory has strict borders.,Our eyes' territory is a borderless expanse stretching to infinity.,-15.016792297363281,-13.12739372253418
426,/data/ajaunarena/our_dataset/images/1277_2.jpg,We're following the trail markers of those who succeeded before us.,"We're bushwhacking through uncharted wilderness, leaving all maps and trail markers behind.",-19.246959686279297,-15.98141860961914
427,/data/ajaunarena/our_dataset/images/535_0.jpg,Machines can fall sick and need healing.,"Machines are immortal beings with flawless constitutions, thriving perpetually without needing a healer's care.",-19.978435516357422,-18.50043487548828
428,/data/ajaunarena/our_dataset/images/1174_0.jpg,Their minds are dim candles in a vast hall.,Their minds are blazing suns that illuminate even the vastest depths.,-18.89215087890625,-15.704959869384766
429,/data/ajaunarena/our_dataset/images/743_2.jpg,Their love danced like leaves in the autumn wind.,"Their love marched like soldiers in formation, each step predetermined and unwavering from the prescribed path.",-12.765559196472168,-17.249271392822266
430,/data/ajaunarena/our_dataset/images/953_3.jpg,They orbited each other like binary stars.,"They moved like planets in distant galaxies, untouched by each other's gravity.",-17.999780654907227,-19.159832000732422
431,/data/ajaunarena/our_dataset/images/1301_2.jpg,The artist bestowed colors to the empty canvas.,"The artist withheld every color from the canvas, leaving it empty-handed.",-20.7274169921875,-19.194538116455078
432,/data/ajaunarena/our_dataset/images/1539_0.jpg,Understanding clicks into place like perfect puzzle pieces.,"Understanding scatters like random shapes tossed on a table, forming meaning without any edges touching or patterns matching.",-21.509933471679688,-21.602413177490234
433,/data/ajaunarena/our_dataset/images/1088_1.jpg,Vision's chamber holds our perceptual universe.,"Vision's terrain stretches endlessly, unmarked by boundary or border.",-18.885833740234375,-14.75946044921875
434,/data/ajaunarena/our_dataset/images/439_1.jpg,Their mutual hatred was a shared poison they both drank daily.,"Their mutual hatred was a shared elixir they both eagerly sipped each day, healing and strengthening them.",-19.496257781982422,-18.91990852355957
435,/data/ajaunarena/our_dataset/images/1167_3.jpg,Their competing frameworks entered the intellectual Olympics.,Their competing frameworks ambled into a friendly pickup game where everyone got a participation ribbon.,-17.898303985595703,-15.367904663085938
436,/data/ajaunarena/our_dataset/images/557_3.jpg,The theory's family tree branches into multiple disciplines.,"The theory remains an only child, producing no offspring in neighboring disciplines.",-15.540132522583008,-14.025039672851562
437,/data/ajaunarena/our_dataset/images/844_0.jpg,"He's a high-capacity battery, always ready to take on more tasks.",He's a corroded battery that drains before powering even the simplest device.,-16.59577751159668,-17.005340576171875
438,/data/ajaunarena/our_dataset/images/658_2.jpg,These facts orbit around the main argument.,These facts lie scattered on entirely different planes from the main argument.,-20.056522369384766,-14.849879264831543
439,/data/ajaunarena/our_dataset/images/1053_0.jpg,Their love crossed many bridges.,"Their love traveled a straight, flat highway with no hills, turns, or obstacles in sight.",-18.411134719848633,-13.384093284606934
440,/data/ajaunarena/our_dataset/images/84_3.jpg,Our possessions are the chapters in our property story.,Our possessions are random scribbles in the margins of a property ledger that was never opened.,-15.82455825805664,-14.746121406555176
441,/data/ajaunarena/our_dataset/images/564_3.jpg,Love's lunacy dances in wisdom's grave.,"Love's lucidity prescribes wisdom's careful remedy, each measured dose a rational cure.",-21.080825805664062,-16.72612953186035
442,/data/ajaunarena/our_dataset/images/1756_3.jpg,The crowd's hunger for entertainment grew ravenous.,"The crowd had no appetite for entertainment, already overfed and turning away from what was offered.",-30.323993682861328,-21.99163818359375
443,/data/ajaunarena/our_dataset/images/1443_3.jpg,Their desire sparked like a match striking flint.,"Their desire lay like wet kindling in a winter rain—cold, sodden, and impossible to ignite.",-18.849689483642578,-20.36736297607422
444,/data/ajaunarena/our_dataset/images/791_0.jpg,Her children are saplings that need constant nurturing and protection.,"Her children are ancient oaks, standing strong and self-reliant, needing neither her care nor her shelter.",-16.038867950439453,-14.75904655456543
445,/data/ajaunarena/our_dataset/images/531_0.jpg,Machines need rest just as humans do.,"Machines are tireless laborers who never clock out, running perpetual shifts without the human weakness of needing rest.",-17.195159912109375,-19.789031982421875
446,/data/ajaunarena/our_dataset/images/1561_0.jpg,His rage was a straitjacket of burning sensations.,"His rage was an unlocked asylum door, softly opening him to unrestricted calm.",-17.236772537231445,-16.690589904785156
